,name,carmodel,price,location,status,mfg,interiorColor,exteriorColor,gearbox,kilometer,link,note
7898,MERCEDES BENZ,E CLASS,1715000000,HÀ NỘI,CŨ,2020,ĐEN,TRẮNG,TỰ ĐỘNG,16000,https://bonbanh.com/xe-mercedes_benz-e_class-e180-2020-4111527,price!!!
7899,TOYOTA,CAMRY,1235000000,HÀ NỘI,MỚI,2021,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-toyota-camry-2.5q-2021-3997394,price!!!
7915,MG,HS,869000000,HẢI PHÒNG,MỚI,2021,ĐỎ,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-mg-hs-trophy-2.0-at-awd-2021-4077563,price!!!
7939,MITSUBISHI,PAJERO,125000000,,CŨ,2000,,,SỐ SÀN,12300,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/80594763.htm,price!!!
7941,MAZDA,323,140000000,,CŨ,1996,,,SỐ SÀN,400000,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/88957618.htm,price!!!
7952,LANDROVER,RANGE ROVER EVOQUE,2100000000,HÀ NỘI,CŨ,2018,NHIỀU MÀU,XÁM,TỰ ĐỘNG,0,https://bonbanh.com/xe-landrover-range_rover_evoque-hse-dynamic-2018-4101205,price!!!
7954,KIA,MORNING,309000000,HẢI PHÒNG,CŨ,2011,CAM,TRẮNG,TỰ ĐỘNG,65000,https://bonbanh.com/xe-kia-morning-1.0-at-sport-2011-3705571,price!!!
7964,MG,HS,829000000,BÌNH DƯƠNG,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-mg-hs-15-trophy-moi-binh-duong-gia-cuc-soc-ho-tro-tra-gop-va-dk-cac-thu-tuc-lien-he-ngay-406811/,price!!!
7974,NISSAN,ALMERA,529000000,HẢI DƯƠNG,MỚI,2021,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-nissan-almera-el-1.0-cvt-2021-4088060,price!!!
7977,HYUNDAI,I10,305000000,THÁI NGUYÊN,CŨ,2015,NHIỀU MÀU,BẠC,TỰ ĐỘNG,0,https://bonbanh.com/xe-hyundai-i10-grand-1.0-at-2015-3562840,price!!!
7984,JEEP,WRANGLER UNLIMITED,3600000000,HÀ NỘI,CŨ,2020,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-jeep-wrangler-unlimited-rubicom-2020-cu-ha-noi-406815/,model not in brand
7996,KIA,SORENTO,1059000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-kia-sorento-2021-uu-dai-khung-du-mau-giao-ngay-406828/,price!!!
8006,FORD,RANGER,650000000,QUẢNG NINH,MỚI,2021,MÀU KHÁC,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-3952013,price!!!
8008,VINFAST,LUX A 2.0,701000000,HÀ NỘI,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-3355029,price!!!
8011,HYUNDAI,I10,190000000,NINH BÌNH,CŨ,2016,XÁM,ĐỎ,SỐ TAY,0,https://bonbanh.com/xe-hyundai-i10-grand-1.0-mt-base-2016-4126191,price!!!
8024,MAZDA,626,95000000,,CŨ,2001,,,SỐ SÀN,9999,https://xe.chotot.com/mua-ban-oto-huyen-tan-phu-dong-nai/90354987.htm,price!!!
8025,MITSUBISHI,ZINGER,182000000,,CŨ,2008,,,SỐ SÀN,123456,https://xe.chotot.com/mua-ban-oto-thanh-pho-buon-ma-thuot-dak-lak/90355758.htm,price!!!
8029,TOYOTA,HILUX,674000000,HỒ CHÍ MINH,MỚI,2021,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-toyota-hilux-tu-dong-2021-moi-gia-giam-db-lh-0908580580-399822/,price!!!
8034,MERCEDESBENZ,GLB 200 AMG,1999000000,HỒ CHÍ MINH,MỚI,2021,,XANH DƯƠNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-mercedes-benz-glb-200-xanh-giao-ngay-con-1-xe-duy-nhat-406838/,model not in brand
8042,TOYOTA,INNOVA,750000000,HỒ CHÍ MINH,CŨ,2018,NÂU,ĐỒNG,TỰ ĐỘNG,55000,https://bonbanh.com/xe-toyota-innova-2.0v-2018-4050134,price!!!
8050,TOYOTA,INNOVA,160000000,,CŨ,2007,,,SỐ SÀN,55555,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/90355783.htm,price!!!
8051,FORD,RANGER,1200000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/90074016.htm,price!!!
8054,MAZDA,CX 5,850000000,,CŨ,2018,,,TỰ ĐỘNG,18000,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/90355806.htm,price!!!
8057,TOYOTA,INNOVA,255000000,,CŨ,2007,,,SỐ SÀN,195313,https://xe.chotot.com/mua-ban-oto-quan-cam-le-da-nang/90355889.htm,price!!!
8063,TOYOTA,CAMRY,1235000000,HỒ CHÍ MINH,MỚI,2021,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-camry-25q-moi-100-gia-uu-dai-giao-ngay-lh-0908580580-400038/,price!!!
8071,FORD,RANGER,1202000000,HỒ CHÍ MINH,MỚI,2021,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ranger-raptor-2021-su-lua-chon-hoan-hao-giam-gia-dac-biet-lien-he-ngay-0937442330-393293/,price!!!
8096,VOLVO,S60,1690000000,ĐÀ NẴNG,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-volvo-s60-t5-r-design-awd-2021-3978943,model not in brand
8100,CHEVROLET,SPARK,95000000,HẢI DƯƠNG,CŨ,2010,GHI,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-chevrolet-spark-lt-0.8-mt-2010-4116812,price!!!
8101,HYUNDAI,KONA,750000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-hyundai-kona-1.6-turbo-2021-3479455,price!!!
8102,HYUNDAI,GRAND STAREX,315000000,HÀ NỘI,CŨ,2009,GHI,BẠC,SỐ TAY,160000,https://bonbanh.com/xe-hyundai-grand_starex-van-2.5-mt-2009-4015263,price!!!
8116,FORD,RANGER-RAPTOR,1205000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0974646964-ranger-raptor-new-2021-ho-tro-phi-truoc-ba-len-toi-20tr-tang-pk-chinh-hang-cao-cap-406382/,model not in brand
8119,HYUNDAI,GRAND I10,90000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/82839004.htm,price!!!
8127,HONDA,CITY,12345678,,CŨ,2018,,,TỰ ĐỘNG,25000,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/90187464.htm,price!!!
8128,TOYOTA,INNOVA,445000000,,CŨ,2013,,,TỰ ĐỘNG,85689,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/87235278.htm,price!!!
8129,VINFAST,LUX,681695000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/87831034.htm,price!!!
8132,FORD,RANGER,600000000,HÀ NỘI,MỚI,2021,-,BẠC,SỐ TAY,0,https://bonbanh.com/xe-ford-ranger-xl-2.2l-4x4-mt-2021-4078980,price!!!
8148,FORD,RANGER,630000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0974646964-ford-ranger-xls-2021-gia-uu-dai-trong-thang-ho-tro-vay-90-thu-tuc-nhanh-gon-405857/,price!!!
8149,LEXUS,LM300H,6900000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-lexus-lm300h-royal-lounge-san-xuat-2021-moi-ha-noi-lh-0931466766-406880/,model not in brand
8150,MERCEDESBENZ,G63,12500000000,HÀ NỘI,MỚI,2021,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-mercedes-benz-g63-amg-nigh-package-2021-mau-do-0931466766-406892/,model not in brand
8166,FORD,RANGER-RAPTOR,1198000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0909-563-988-sieu-pham-ford-raptor-2021-manh-me-ca-tinh-dang-cap-km-khung-406916/,model not in brand
8169,FORD,RANGER,620000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-090-956-3988-sieu-pham-ford-ranger-2021-uu-dai-khung-cuc-canh-tranh-bao-ho-so-vay-xe-giao-ngay-406912/,price!!!
8170,HYUNDAI,ACCENT,616000000,QUẢNG BÌNH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-hyundai-accent-14at-dac-bet-2021-moi-tai-quang-binh-406911/,price!!!
8175,MAZDA,CX 5,785000000,,CŨ,2018,,,TỰ ĐỘNG,38000,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/88591601.htm,price!!!
8178,KIA,MORNING,125000000,,CŨ,2008,,,SỐ SÀN,150000,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/89413004.htm,price!!!
8181,MERCEDES BENZ,GLC,1496000000,,CŨ,2019,,,TỰ ĐỘNG,28500,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/90318043.htm,price!!!
8186,TOYOTA,PREVIA,165000000,,CŨ,1992,,,TỰ ĐỘNG,23456,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/89698177.htm,price!!!
8191,FORD,RANGER,620000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-090-956-3988-sieu-pham-ford-ranger-2021-uu-dai-khung-canh-tranh-cao-bao-ho-so-vay-xe-giao-ngay-406924/,price!!!
8200,TOYOTA,LAND CRUISER,7500000000,HÀ NỘI,MỚI,2016,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-toyota-land_cruiser-5.7-v8-2016-3359184,price!!!
8202,VINFAST,VF E34,590000000,NAM ĐỊNH,MỚI,2021,NHIỀU MÀU,NHIỀU MÀU,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-vf-e34--2021-3761782,model not in brand
8224,SUZUKI,CARRY PRO,284000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0936789145-suzuki-pro-all-new-gia-tot-nhat-khu-vuc-ho-tro-nhanh-chong-moi-thu-tuc-406405/,model not in brand
8226,SUZUKI,SUPER CARRY BLIND VAN,268000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0936789145-suzuki-blind-van-2021-du-mau-giao-ngay-uu-dai-hap-dan-406406/,model not in brand
8229,BENTLEY,CONTINENTAL FLYING SPUR,18800000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-bentley-continental-flying-spur-first-edition-2021-moi-ha-noi-406934/,model not in brand
8236,LEXUS,RX,3150000000,HÀ NỘI,CŨ,2019,NÂU,ĐEN,TỰ ĐỘNG,15000,https://bonbanh.com/xe-lexus-rx-300-2019-4017673,price!!!
8244,HYUNDAI,ACCENT,95000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/54860375.htm,price!!!
8248,HYUNDAI,ACCENT,100000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/75595745.htm,price!!!
8250,FORD,RANGER,616000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/88254157.htm,price!!!
8252,MERCEDES BENZ,C CLASS,1199000000,,CŨ,2020,,,TỰ ĐỘNG,20000,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/90298058.htm,price!!!
8257,SUZUKI,XL 7 1,579000000,QUẢNG NINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-xe-suzuki-xl7-suv-2021-moi-tai-quang-ninh-ho-tro-tra-gop-406750/,model not in brand
8258,FORD,ECOSPORT,180000000,HỒ CHÍ MINH,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-ecosport-khuyen-mai-50tr-dong-tang-phim-cach-nhiet-camhanh-trinh-bhvc-goi-0938745254-387245/,price!!!
8260,KIA,K250,403000000,BÌNH DƯƠNG,MỚI,2021,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-gia-xe-tai-k250-moi-nhat-thang-122020-thung-kin-thung-mui-bat-thung-lung-tai-trong-2-tan-401985/,model not in brand
8262,FORD,RANGER,650000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0974646964-ford-ranger-xls-2021-gia-uu-dai-trong-thang-ho-tro-vay-90-thu-tuc-nhanh-gon-405854/,price!!!
8264,FORD,RANGER,616000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-xls-at-2021-moi-ho-chi-minh-khuyen-mai-lon-lien-he-ngay-0938-74-52-54-387242/,price!!!
8278,DONGFENG,DFL3251,630000000,TÂY NINH,MỚI,2019,,VÀNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-xe-tai-dongfeng-9-tan-thung-bat-95-met-nhap-khau-2020-393251/,model not in brand
8291,FORD,RANGER,650000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-2094698,price!!!
8298,KIA,SORENTO,660,,CŨ,2018,,,TỰ ĐỘNG,40000,https://xe.chotot.com/mua-ban-oto-quan-hai-chau-da-nang/90355599.htm,price!!!
8304,TOYOTA,INNOVA,369000000,,CŨ,2016,,,SỐ SÀN,59315,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/79649202.htm,price!!!
8318,TOYOTA,CAMRY,1235000000,HỒ CHÍ MINH,MỚI,2021,,MÀU KHÁC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-camry-25q-mau-ghi-giao-ngay-gia-uu-dai-dac-biet-396860/,price!!!
8326,FORD,RANGER,616000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0355-456-989-ford-ranger-xl-2021-new-goi-qua-tang-duy-nhat-thang-05-xe-co-san-giao-ngay-402473/,price!!!
8329,TOYOTA,HILUX,685000000,HỒ CHÍ MINH,CŨ,2016,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-toyota-hilux-g-nhap-khau-may-dau-28-so-tu-dong-model-2017-sx-t122016-mau-do-tuyet-dep-moi-80-406675/,price!!!
8340,HYUNDAI,SANTAFE,1020000000,BẠC LIÊU,MỚI,2021,MÀU KHÁC,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-hyundai-santafe-tieu-chuan-2.5l-2021-4117680,price!!!
8341,HYUNDAI,ACCENT,380000000,HỒ CHÍ MINH,MỚI,2021,MÀU KHÁC,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-hyundai-accent-1.4-mt-tieu-chuan-2021-4079027,price!!!
8363,TOYOTA,VIOS,443000000,HÀ NỘI,MỚI,2021,-,BẠC,SỐ TAY,0,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2021-4100172,price!!!
8368,MITSUBISHI,ATTRAGE,348000000,,CŨ,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/89193054.htm,price!!!
8374,TOYOTA,COROLLA CROSS,720000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/88226619.htm,price!!!
8376,CHEVROLET,CRUZE,228000000,,CŨ,2007,,,TỰ ĐỘNG,90000,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/90353494.htm,price!!!
8390,KIA,MORNING,297000000,BÌNH DƯƠNG,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-kia-morning-moi-2021-gia-sap-san-tra-truoc-tu-99-trieu-nhan-xe-ve-lien-he-ngay-0938806709-360939/,price!!!
8396,KIA,MORNING,304000000,BÌNH DƯƠNG,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-kia-morning-mt-125-moi-2021-tra-truoc-99-trieu-nhan-xe-ngay-gia-soc-lien-he-0818999936-358328/,price!!!
8400,SUBARU,FORESTER,899000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-subaru-forester-2.0i-l-2021-3508983,price!!!
8401,MERCEDES BENZ,GL,899000000,HÀ NỘI,CŨ,2010,GHI,BẠC,TỰ ĐỘNG,96000,https://bonbanh.com/xe-mercedes_benz-gl-gl-450-4matic-2010-4059384,price!!!
8402,LANDROVER,DEFENDER,4670000000,HỒ CHÍ MINH,MỚI,2021,KEM,BẠC,TỰ ĐỘNG,0,https://bonbanh.com/xe-landrover-defender-110-p300-2.0-at-2021-3336669,price!!!
8406,HYUNDAI,I10,315000000,HÀ NỘI,CŨ,2016,-,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2016-4054141,price!!!
8425,CHEVROLET,TRAILBLAZER,590000000,,CŨ,2019,,,SỐ SÀN,68000,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/90041977.htm,price!!!
8429,MAZDA,2,460000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-lien-chieu-da-nang/90353321.htm,price!!!
8436,HYUNDAI,ELANTRA GT,580000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-elantra-2021-day-du-phien-ban-tra-truoc-204-trieu-dong-nhan-xe-ngay-406704/,model not in brand
8440,THACO,TOWNER,185000000,BÌNH DƯƠNG,MỚI,2021,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-gia-xe-towner800a-1-tan-doi-2021-xe-tai-1-tan-398241/,price!!!
8444,LANDROVER,RANGE ROVER,12450000000,HÀ NỘI,MỚI,2021,NÂU,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-landrover-range_rover-svautobiography-lwb-3.0-i6-2021-4107845,price!!!
8455,NISSAN,ALMERA,550000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-nissan-almera-vl-1.0-cvt-cao-cap-2021-4039979,price!!!
8456,HYUNDAI,I10,330000000,THÁI BÌNH,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-hyundai-i10-mt-base-2021-moi-giam-tien-mat-tang-phu-kien-ho-tro-tra-gop-va-dang-ki-dang-kiem-406707/,price!!!
8461,TOYOTA,LAND CRUISER,9050000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-toyota-land-cruiser-vx-s-57v8-phien-ban-mbs-4-ghe-vip-san-xuat-2021-moi-100-406721/,price!!!
8462,KIA,SORENTO,859000000,HỒ CHÍ MINH,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-kia-sorento-24-gat-premium-den-co-xe-giao-ngay-lh0968919378-406722/,price!!!
8463,TOYOTA,LAND CRUISER,8000000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-toyota-land-cruiser-vx-s-57v8-san-xuat-2021-xuat-trung-dong-406723/,price!!!
8470,FORD,RANGER,615000000,HÀ NỘI,MỚI,2021,-,CÁT,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-4086248,price!!!
8475,FORD,RANGER,1209000000,QUẢNG NINH,MỚI,2021,MÀU KHÁC,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-3955508,price!!!
8477,TOYOTA,CAMRY,1170000000,HÀ NỘI,CŨ,2014,VÀNG,TRẮNG,TỰ ĐỘNG,34000,https://bonbanh.com/xe-toyota-camry-xle-2.5-at-2014-4025003,price!!!
8478,TOYOTA,INNOVA,252000000,,CŨ,2007,,,SỐ SÀN,58123,https://xe.chotot.com/mua-ban-oto-huyen-cu-chi-tp-ho-chi-minh/87239537.htm,price!!!
8479,HYUNDAI,AVANTE,435000000,,CŨ,2011,,,TỰ ĐỘNG,66264,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/90114999.htm,price!!!
8484,FORD,RANGER,1199000000,,CŨ,2019,,,TỰ ĐỘNG,18000,https://xe.chotot.com/mua-ban-oto-quan-1-tp-ho-chi-minh/90353370.htm,price!!!
8490,TOYOTA,INNOVA,356000000,,CŨ,2016,,,SỐ SÀN,12000,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/90287817.htm,price!!!
8491,LANDROVER,RANGE ROVER,12800000000,HỒ CHÍ MINH,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-range-rover-sv-autobiography-30-2021-lh-ms-huong-0963732568-xe-co-san-giao-ngay-toan-quoc-gia-tot-387337/,price!!!
8494,LEXUS,LM300H,7050000000,HỒ CHÍ MINH,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-lexus-lm300h-lm-300h-07-ghe-2021-lh-ms-huong-gia-tot-giao-ngay-toan-quoc-396152/,model not in brand
8497,LEXUS,LM300H,8800000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-lexus-lm300h-lm-300h-4-ghe-2021-lh-ms-huong-giao-xe-toan-quoc-gia-tot-396156/,model not in brand
8499,FORD,RANGER,650000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0974646964-ford-ranger-xls-2021-gia-uu-dai-trong-thang-ho-tro-vay-90-thu-tuc-nhanh-gon-406383/,price!!!
8506,FORD,RANGER,640000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,VÀNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-4094245,price!!!
8511,TOYOTA,VIOS,230000000,GIA LAI,CŨ,2014,ĐEN,BẠC,SỐ TAY,100,https://bonbanh.com/xe-toyota-vios-1.5-limo-2014-3801202,price!!!
8514,TOYOTA,HILUX SURF,674000000,HỒ CHÍ MINH,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-hilux-24at-giao-ngay-tra-truoc-130tr-uu-dai-lai-suat-vay-cuc-thap-404961/,model not in brand
8518,LEXUS,GX 460,5790000000,HÀ NỘI,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-lexus-gx460-sports-trung-dong-nhap-moi-xe-san-xuat-2021-ban-ful-nhat-lh-0931466766-406741/,model not in brand
8525,NISSAN,ALMERA,428000000,HÀ NỘI,MỚI,2021,ĐEN,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-nissan-almera-1.0-mt-2021-4113872,price!!!
8528,HYUNDAI,I10,240000000,ĐĂK LĂK,CŨ,2017,NHIỀU MÀU,TRẮNG,SỐ TAY,53000,https://bonbanh.com/xe-hyundai-i10-grand-1.0-mt-base-2017-4081163,price!!!
8534,MG,HS,869000000,THANH HÓA,MỚI,2021,MÀU KHÁC,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-mg-hs-trophy-2.0-at-awd-2021-3623333,price!!!
8537,LANDROVER,RANGE ROVER,12600000000,HÀ NỘI,MỚI,2021,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-viet-auto-luxury-ban-land-rover-range-rover-sv-autobiography-l-30i6-san-xuat-2021-moi-nhat-404579/,price!!!
8555,FORD,RANGER,1190000000,,CŨ,2019,,,TỰ ĐỘNG,31000,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/90006407.htm,price!!!
8556,BMW,3 SERIES,1199,,CŨ,2019,,,TỰ ĐỘNG,24000,https://xe.chotot.com/mua-ban-oto-quan-ninh-kieu-can-tho/90353580.htm,price!!!
8563,DODGE,CHALLENGER,3800000000,HÀ NỘI,MỚI,2021,ĐEN,CAM,TỰ ĐỘNG,0,https://bonbanh.com/xe-dodge-challenger-gt-3.6-at-2021-4105768,model not in brand
8564,HONDA,CIVIC,288000000,THANH HÓA,CŨ,2011,KEM,ĐEN,SỐ TAY,0,https://bonbanh.com/xe-honda-civic-1.8-mt-2011-4067585,price!!!
8566,FORD,RANGER,580000000,HÀ NỘI,MỚI,2021,-,BẠC,SỐ TAY,0,https://bonbanh.com/xe-ford-ranger-xl-2.2l-4x4-mt-2021-4062131,price!!!
8576,FORD,RANGER,630000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-xls-at-2021-new-giam-ngay-20-trieu-dong-nhan-xe-ngay-chi-voi-180trieu-406777/,price!!!
8577,FORD,RANGER-RAPTOR,1202000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-raptor-2021-moi-ho-chi-minh-du-mau-giao-ngay-lien-he-0938745254-387784/,model not in brand
8578,FORD,RANGER,620000000,HỒ CHÍ MINH,MỚI,2020,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-xls-at-2021-moi-ho-chi-minh-lien-he-ngay-0938745254-387785/,price!!!
8587,FORD,RANGER,630000000,HÀ NỘI,MỚI,2021,MÀU KHÁC,ĐỎ,SỐ TAY,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2021-3278361,price!!!
