,name,carmodel,price,location,status,mfg,interiorColor,exteriorColor,gearbox,kilometer,link,note
77,MERCEDES BENZ,E CLASS,470000000,NINH BÌNH,CŨ,2009,ĐEN,TRẮNG,TỰ ĐỘNG,80000,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2009-4130720,price!!!
93,KIA,MORNING,239000000,,CŨ,2018,,,SỐ SÀN,52000,https://xe.chotot.com/mua-ban-oto-quan-hoan-kiem-ha-noi/89976936.htm,price!!!
96,TOYOTA,CAMRY,975000000,,CŨ,2020,,,TỰ ĐỘNG,20000,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/90438413.htm,price!!!
99,TOYOTA,VIOS,448000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/85361567.htm,price!!!
101,LEXUS,RX,2495000000,,CŨ,2017,,,TỰ ĐỘNG,56000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/88104498.htm,price!!!
103,VINFAST,LUX,681695000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-dong-da-ha-noi/85422280.htm,price!!!
117,VINFAST,LUX A 2.0,681000000,HÀ NỘI,MỚI,2021,ĐEN,BẠC,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-3938837,price!!!
134,VINFAST,LUX A 2.0,681000000,HÀ NỘI,MỚI,2021,ĐEN,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-4084532,price!!!
145,DONGFENG,DFL3251,695000000,BÌNH DƯƠNG,MỚI,2021,,VÀNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-gia-xe-tai-dongfeng-8-tan-nhap-khau-2022-415177/,price!!!
147,SUBARU,FORESTER,899000000,HỒ CHÍ MINH,MỚI,2021,,MÀU KHÁC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-subaru-forester-2021-gia-tot-tang-100-truoc-ba-415172/,price!!!
154,HYUNDAI,GRAND I10,318000000,,CŨ,2016,,,TỰ ĐỘNG,86000,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/89577073.htm,price!!!
157,TOYOTA,ZACE,325000000,,CŨ,2005,,,SỐ SÀN,74000,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/89688315.htm,price!!!
162,KIA,CARENS,200000000,,CŨ,2010,,,SỐ SÀN,160000,https://xe.chotot.com/mua-ban-oto-huyen-trang-bom-dong-nai/90439204.htm,price!!!
164,NISSAN,SUNNY,185000000,,CŨ,2013,,,SỐ SÀN,20000,https://xe.chotot.com/mua-ban-oto-thi-xa-kinh-mon-hai-duong/90439194.htm,price!!!
172,KIA,MORNING,328000000,HÀ NỘI,CŨ,2017,GHI,TRẮNG,TỰ ĐỘNG,30000,https://bonbanh.com/xe-kia-morning-si-at-2017-4096245,price!!!
180,FORD,RANGER,640000000,HÀ NỘI,MỚI,2021,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-3217980,price!!!
181,FORD,RANGER,1200000000,HÀ NỘI,MỚI,2021,-,XÁM,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-4078969,price!!!
184,TOYOTA,VIOS,395000000,HÀ NỘI,CŨ,2014,GHI,CÁT,TỰ ĐỘNG,45000,https://bonbanh.com/xe-toyota-vios-1.5g-2014-4075723,price!!!
195,TOYOTA,FORTUNER,1310000000,HỒ CHÍ MINH,CŨ,2019,,BẠC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-fortuner-27-4x4-at-2017-moi-99-giao-xe-ngay-353503/,price!!!
196,TOYOTA,FORTUNER,1354000000,HỒ CHÍ MINH,MỚI,2020,,NÂU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-fortuner-v-28-at-2-cau-du-mau-giao-ngay-350tr-co-xe-lh-0932142022-353437/,price!!!
201,MERCEDES BENZ,C CLASS,1300000000,HÀ NỘI,CŨ,2017,ĐEN,XANH,TỰ ĐỘNG,58000,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2017-4080862,price!!!
202,PORSCHE,CAYENNE,2600000000,HỒ CHÍ MINH,CŨ,2010,VÀNG,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-porsche-cayenne-3.0-v6-diesel-2010-4061981,price!!!
215,HYUNDAI,DÒNG KHÁC,220000000,,CŨ,2013,,,SỐ SÀN,199999,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/90439216.htm,price!!!
216,FORD,RANGER,1165000000,,CŨ,2018,,,TỰ ĐỘNG,28000,https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/90439229.htm,price!!!
218,VINFAST,LUX,1280000000,,CŨ,2019,,,TỰ ĐỘNG,100,https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/89166116.htm,price!!!
231,MERCEDES BENZ,E CLASS,598000000,HÀ NỘI,CŨ,2012,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2012-4060073,price!!!
242,VINFAST,LUX SA 2.0,826000000,HÀ NỘI,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-4084496,price!!!
248,MERCEDES BENZ,C CLASS,1330000000,,CŨ,2017,,,TỰ ĐỘNG,32000,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/90087454.htm,price!!!
249,MERCEDES BENZ,E CLASS,1725000000,,CŨ,2019,,,TỰ ĐỘNG,25000,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/89511424.htm,price!!!
253,FORD,FOCUS,199000000,,CŨ,2010,,,TỰ ĐỘNG,100000,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/90359337.htm,price!!!
254,HYUNDAI,ACCENT,358000000,,CŨ,2019,,,SỐ SÀN,50000,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/90438826.htm,price!!!
261,KIA,SORENTO,999000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-kia-sorento-2021-moi-tra-truoc-chi-280tr-giam-gia-soc-xe-san-giao-ngay-415161/,price!!!
265,KIA,CERATO,499000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-kia-cerato-2021-moi-uu-dai-soc-65-trieu-chi-trong-thang-nay-san-xe-giao-ngay-415164/,price!!!
266,FORD,RANGER,616000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0979-57-2297ford-ranger-2021-ban-nhap-khau-san-xe-gia-tot-uu-dai-gan-100tr-tien-mat-399915/,price!!!
268,KIA,CERATO,499000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-kia-cerato-2021-moi-uu-dai-soc-65-trieu-chi-trong-thang-nay-san-xe-giao-ngay-415163/,price!!!
285,LANDROVER,RANGE ROVER,9500000000,HÀ NỘI,MỚI,2021,NÂU,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-3.0-i6-2021-3278955,price!!!
306,KIA,MORNING,136000000,,CŨ,2012,,,SỐ SÀN,6886,https://xe.chotot.com/mua-ban-oto-thi-xa-bim-son-thanh-hoa/90154191.htm,price!!!
315,HYUNDAI,ACCENT,345000000,PHÚ THỌ,CŨ,2016,KEM,BẠC,SỐ TAY,4800,https://bonbanh.com/xe-hyundai-accent-1.4-mt-2016-4026811,price!!!
328,FORD,RANGER,570000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0979-57-2297ford-ranger-2021-san-xe-gia-tot-uu-dai-tien-mat-va-tang-phu-kien-chinh-hang-413420/,price!!!
342,HYUNDAI,ACCENT,389000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-9-tp-ho-chi-minh/88352568.htm,price!!!
348,KIA,MORNING,118000000,,CŨ,2011,,,SỐ SÀN,16,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/90439350.htm,price!!!
354,FORD,RANGER,1200000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/90074016.htm,price!!!
360,FORD,RANGER,650000000,HÀ NỘI,MỚI,2021,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-4013564,price!!!
364,FORD,RANGER,620000000,HÀ NỘI,MỚI,2021,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-4013561,price!!!
365,FORD,RANGER,1209000000,HÀ NỘI,MỚI,2021,ĐEN,XÁM,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-3859044,price!!!
367,MERCEDES BENZ,S CLASS,850000000,ĐĂK LĂK,CŨ,2010,KEM,ĐEN,TỰ ĐỘNG,96000,https://bonbanh.com/xe-mercedes_benz-s_class-s400-hybrid-2010-4091514,price!!!
377,MERCEDES BENZ,C CLASS,1345000000,HÀ NỘI,CŨ,2021,GHI,GHI,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-c_class-c180-amg-2021-4088716,price!!!
405,MITSUBISHI,PAJERO,220000000,,CŨ,2003,,,SỐ SÀN,150,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/88972496.htm,price!!!
421,MERCEDES BENZ,GLC,1750000000,HÀ NỘI,CŨ,2021,KEM,ĐEN,TỰ ĐỘNG,4800,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-4062936,price!!!
428,KIA,SORENTO,1329000000,HÀ NỘI,MỚI,2021,-,GHI,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2021-3439334,price!!!
431,FORD,RANGER,1202000000,HÀ NỘI,MỚI,2021,-,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-3768132,price!!!
435,MERCEDES BENZ,GLC,1890000000,HÀ NỘI,CŨ,2021,ĐEN,XÁM,TỰ ĐỘNG,5000,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-3931595,price!!!
448,BMW,3 SERIES,730000000,,CŨ,2015,,,TỰ ĐỘNG,6,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/86449920.htm,price!!!
460,HYUNDAI,ACCENT,110000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-thanh-pho-hue-thua-thien-hue/90438980.htm,price!!!
464,ISUZU,KHÁC,560000000,HỒ CHÍ MINH,MỚI,2021,KEM,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-isuzu-khac-iz650---7-tan-2021-4059215,price!!!
466,HYUNDAI,UNIVERSE,1389000000,HỒ CHÍ MINH,MỚI,2019,NHIỀU MÀU,NHIỀU MÀU,SỐ TAY,0,https://bonbanh.com/xe-hyundai-universe-limousine-vip-2019-3590257,price!!!
473,KIA,SORENTO,775000000,HÀ NỘI,CŨ,2020,KEM,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-2.4-gat-premium-2020-3888297,price!!!
476,FORD,RANGER,1202000000,HÀ NỘI,MỚI,2021,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-3924185,price!!!
485,DONGFENG,M3,700000000,BÌNH DƯƠNG,MỚI,2021,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-xe-tai-chenglong-m3-thung-dai-9m9-415178/,model not in brand
491,KIA,MORNING,227000000,HÀ NAM,CŨ,2018,,ĐEN,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-gia-dinh-thua-xe-de-lai-kia-morning-2018-415218/,price!!!
494,FORD,RANGER,590000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-pickup-xls-at-xls-mt-2021-moi-ha-noi-ho-tro-tra-gop-giao-xe-toan-quoc-415222/,price!!!
499,FORD,RANGER,1202000000,HÀ NỘI,MỚI,2021,ĐEN,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-3609697,price!!!
507,FORD,TRANSIT,170000000,,CŨ,2007,,,SỐ SÀN,600000,https://xe.chotot.com/mua-ban-oto-huyen-hoc-mon-tp-ho-chi-minh/90439269.htm,price!!!
509,MERCEDES BENZ,GLC,1729000000,,CŨ,2020,,,TỰ ĐỘNG,57000,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/90438601.htm,price!!!
511,FORD,RANGER,575000000,,CŨ,2018,,,SỐ SÀN,51000,https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/90405606.htm,price!!!
518,TOYOTA,INNOVA,365000000,,CŨ,2016,,,SỐ SÀN,70000,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/88826474.htm,price!!!
524,FORD,RANGER,615000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-ranger-xls-at-2021-moi-toan-quoc-ho-tro-tra-gop-lai-xuat-thap-415223/,price!!!
535,MERCEDES BENZ,C CLASS,1370000000,HÀ NỘI,CŨ,2017,NÂU,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2017-4086429,price!!!
537,KIA,CERATO,195000000,HÀ NỘI,CŨ,2007,GHI,ĐEN,TỰ ĐỘNG,218484,https://bonbanh.com/xe-kia-cerato-1.6-at-2007-4080009,price!!!
538,VINFAST,LUX SA 2.0,826000000,HÀ NỘI,MỚI,2021,ĐEN,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-3195378,price!!!
540,BMW,5 SERIES,2399000000,HÀ NỘI,CŨ,2018,NÂU,ĐEN,TỰ ĐỘNG,40000,https://bonbanh.com/xe-bmw-5_series-530i-2018-3731971,price!!!
542,TOYOTA,COROLLA,95000000,HÀ NỘI,CŨ,1998,GHI,TRẮNG,SỐ TAY,168000,https://bonbanh.com/xe-toyota-corolla-xl-1.3-mt-1998-3916972,price!!!
544,LANDROVER,RANGE ROVER,9450000000,HÀ NỘI,MỚI,2021,NÂU,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-3.0-i6-2021-3457841,price!!!
547,FORD,LASER,250000000,HÀ NỘI,CŨ,2005,KEM,ĐEN,TỰ ĐỘNG,46789,https://bonbanh.com/xe-ford-laser-ghia-1.8-at-2005-4043298,price!!!
555,FORD,RANGER,615000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-ranger-xls-at-2021-moi-toan-quoc-ho-tro-tra-gop-lai-xuat-thap-415231/,price!!!
556,FORD,RANGER,590000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-pickup-xls-at-xls-mt-2021-moi-ha-noi-ho-tro-tra-gop-giao-xe-toan-quoc-415230/,price!!!
568,FORD,RANGER,1202000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/89513139.htm,price!!!
575,LANDROVER,RANGE ROVER,4750000000,,CŨ,2016,,,TỰ ĐỘNG,48000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/90161448.htm,price!!!
576,KIA,MORNING,162000000,,CŨ,2014,,,SỐ SÀN,6858,https://xe.chotot.com/mua-ban-oto-huyen-nho-quan-ninh-binh/90119361.htm,price!!!
595,TOYOTA,VIOS,390000000,ĐỒNG NAI,CŨ,2015,-,TRẮNG,TỰ ĐỘNG,62000,https://bonbanh.com/xe-toyota-vios-1.5g-2015-4085435,price!!!
605,MERCEDES BENZ,GLS CLASS,5599000000,,CŨ,2021,,,TỰ ĐỘNG,6000,https://xe.chotot.com/mua-ban-oto-quan-tay-ho-ha-noi/90405497.htm,price!!!
607,MITSUBISHI,PAJERO,245000000,,CŨ,2006,,,SỐ SÀN,100000,https://xe.chotot.com/mua-ban-oto-thanh-pho-tam-ky-quang-nam/90438992.htm,price!!!
610,BMW,5 SERIES,1280000000,,CŨ,2014,,,TỰ ĐỘNG,81000,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/90189388.htm,price!!!
623,TOYOTA,INNOVA,220000000,LẠNG SƠN,CŨ,2008,GHI,CÁT,SỐ TAY,200000,https://bonbanh.com/xe-toyota-innova-g-2008-4114568,price!!!
637,CHEVROLET,SPARK,145000000,HẢI DƯƠNG,CŨ,2009,ĐEN,BẠC,TỰ ĐỘNG,170000,https://bonbanh.com/xe-chevrolet-spark-at-supe-2009-4130694,price!!!
675,KIA,SORENTO,999000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-phu-nhuan-tp-ho-chi-minh/88794718.htm,price!!!
676,DAEWOO,NUBIRA,85000000,,CŨ,2003,,,SỐ SÀN,50000,https://xe.chotot.com/mua-ban-oto-huyen-binh-chanh-tp-ho-chi-minh/90439978.htm,price!!!
679,TOYOTA,FORTUNER,950000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/87726546.htm,price!!!
681,TOYOTA,INNOVA,235000000,CẦN THƠ,CŨ,2008,GHI,BẠC,SỐ TAY,0,https://bonbanh.com/xe-toyota-innova-g-2008-4126392,price!!!
694,HONDA,CITY,10000000,HỒ CHÍ MINH,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-honda-city-2021-sieu-uu-dai-khung-tra-truoc-126-144tr-uu-dai-pk-tha-ga-lh-dung-0901338826-406538/,price!!!
705,FORD,RANGER,610000000,HÀ NỘI,CŨ,2018,KEM,TRẮNG,TỰ ĐỘNG,40000,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2018-4130011,price!!!
739,KIA,CARENS,198000000,THANH HÓA,CŨ,2010,ĐEN,VÀNG,SỐ TAY,86000,https://bonbanh.com/xe-kia-carens-lx-1.6-mt-2010-4125241,price!!!
747,FORD,RANGER,1165000000,HỒ CHÍ MINH,CŨ,2018,ĐEN,ĐEN,TỰ ĐỘNG,28000,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2018-4130329,price!!!
751,FORD,RANGER,618000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hcm-ford-giam-gia-cuc-manh-len-den-100tr-amp-tang-phu-kien-chinh-hang-lh-0906381199-404738/,price!!!
762,CHEVROLET,CRUZE,312000000,HỒ CHÍ MINH,CŨ,2017,ĐEN,GHI,SỐ TAY,70000,https://bonbanh.com/xe-chevrolet-cruze-lt-1.6l-2017-4123967,price!!!
766,MERCEDES BENZ,S CLASS,4599000000,HÀ NỘI,CŨ,2016,KEM,ĐEN,TỰ ĐỘNG,40000,https://bonbanh.com/xe-mercedes_benz-s_class-maybach-s400-2016-4119684,price!!!
770,MERCEDES BENZ,C CLASS,1218000000,HÀ NỘI,CŨ,2017,KEM,XANH,TỰ ĐỘNG,50000,https://bonbanh.com/xe-mercedes_benz-c_class-c250-exclusive-2017-4113312,price!!!
791,BENTLEY,BENTAYGA,7900000000,HÀ NỘI,CŨ,2016,VÀNG,XANH,TỰ ĐỘNG,19000,https://bonbanh.com/xe-bentley-bentayga-w12-2016-4094475,price!!!
792,MAZDA,626,85000000,HỒ CHÍ MINH,CŨ,1995,XÁM,XÁM,SỐ TAY,250000,https://bonbanh.com/xe-mazda-626-2.0-mt-1995-4120054,price!!!
807,CADILLAC,ESCALADE ESV,11500000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-cadillac-escalade-esv-platinum-2021-moi-ha-noi-407012/,price!!!
814,KIA,MORNING,333000000,HÀ NỘI,CŨ,2013,KEM,TRẮNG,TỰ ĐỘNG,68000,https://bonbanh.com/xe-kia-morning-1.0-at-sport-2013-4116825,price!!!
818,KIA,SORENTO,999000000,VĨNH PHÚC,MỚI,2021,-,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-luxury-2.5-at-2021-4101115,price!!!
823,VINFAST,LUX SA 2.0,1451000000,ĐÀ NẴNG,MỚI,2021,NÂU,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-premium-2.0-at-2021-3860188,price!!!
828,MITSUBISHI,PAJERO,220000000,HỒ CHÍ MINH,CŨ,2003,KEM,ĐEN,SỐ TAY,150,https://bonbanh.com/xe-mitsubishi-pajero--2003-4130658,price!!!
829,KIA,MORNING,239000000,HÀ NỘI,CŨ,2018,KEM,VÀNG,SỐ TAY,52000,https://bonbanh.com/xe-kia-morning-ex-2018-4105282,price!!!
830,MERCEDES BENZ,C CLASS,1000000000,HÀ NỘI,CŨ,2018,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2018-4128013,price!!!
834,TOYOTA,HIACE,28000000,HÀ NỘI,CŨ,2000,BẠC,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-toyota-hiace-2.0-2000-3766618,price!!!
840,FORD,FOCUS,165000000,HỒ CHÍ MINH,CŨ,2009,,XÁM,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-focus-18-doi-2009-cu-gia-170-trieu-415289/,price!!!
842,TOYOTA,INNOVA,887000000,HỒ CHÍ MINH,MỚI,2020,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-innova-2021-ban-the-thao-cao-cap-du-maugiao-ngay-230tr-co-xe-325487/,price!!!
858,TOYOTA,VIOS,400000000,HỒ CHÍ MINH,CŨ,2020,ĐEN,TRẮNG,SỐ TAY,55000,https://bonbanh.com/xe-toyota-vios-e-2020-4130616,price!!!
865,TOYOTA,LAND CRUISER,280000000,ĐÀ NẴNG,CŨ,1990,MÀU KHÁC,XANH,SỐ TAY,0,https://bonbanh.com/xe-toyota-land_cruiser-4.2-mt-1990-4122220,price!!!
887,LEXUS,RX,3180000000,HÀ NỘI,MỚI,2021,MÀU KHÁC,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-lexus-rx-300-2021-3254860,price!!!
890,BMW,3 SERIES,1699000000,ĐÀ NẴNG,MỚI,2020,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-bmw-3_series-320i-sport-line-2020-3187168,price!!!
896,FORD,RANGER,1205000000,HỒ CHÍ MINH,MỚI,2021,,XANH DƯƠNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ranger-raptor-model-2021-sieu-khung-long-ho-tro-gop-80-bao-dau-ho-so-vay-0937442330-389599/,price!!!
899,KIA,SORENTO,1289000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0938985930kia-sorento-22d-signature-awd-2021-gia-giam-sau-ho-tro-vay-nhanh-chong-413351/,price!!!
910,MERCEDES BENZ,GLC,1799000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-3085004,price!!!
928,KIA,SORENTO,999000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0938985930kia-sorento-2021-cam-ket-gia-tot-nhat-ho-tro-moi-thu-tuc-nhanh-gon-vay-85-413356/,price!!!
973,VINFAST,LUX A 2.0,701000000,HÀ NỘI,MỚI,2021,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-3983614,price!!!
974,FORD,RANGER,606000000,HÀ NỘI,CŨ,2018,NHIỀU MÀU,CÁT,TỰ ĐỘNG,23000,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2018-4001375,price!!!
