name,carmodel,price,location,status,mfg,interiorColor,exteriorColor,gearbox,kilometer,link,note
CHEVROLET,COLORADO,518000000,,CŨ,2018,,,TỰ ĐỘNG,57000,https://xe.chotot.com/mua-ban-oto-quan-binh-thanh-tp-ho-chi-minh/89328656.htm,
KIA,RONDO,415,,CŨ,2015,,,TỰ ĐỘNG,80000,https://xe.chotot.com/mua-ban-oto-quan-lien-chieu-da-nang/89157855.htm,price!!!
HYUNDAI,I20,380000000,,CŨ,2015,,,TỰ ĐỘNG,145000,https://xe.chotot.com/mua-ban-oto-quan-2-tp-ho-chi-minh/89532444.htm,
FORD,RANGER,625000000,,MỚI,2021,,,,,https://xe.chotot.com/88301330.htm,
SUZUKI,XL 7,534900000,,MỚI,2021,,,,,https://xe.chotot.com/mua-ban-oto-quan-3-tp-ho-chi-minh/89010527.htm,
VINFAST,LUX,881000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/84653373.htm,
FORD,RANGER,616000000,,MỚI,2021,,,,,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/89769950.htm,
MITSUBISHI,OUTLANDER,825000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/89643125.htm,
VINFAST,FADIL,345000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/88669766.htm,
HONDA,CIVIC,215000000,,CŨ,2007,,,SỐ SÀN,123000,https://xe.chotot.com/mua-ban-oto-quan-cam-le-da-nang/89688907.htm,
HYUNDAI,ACCENT,458000000,,CŨ,2018,,,SỐ SÀN,44000,https://xe.chotot.com/mua-ban-oto-thi-xa-bim-son-thanh-hoa/89868513.htm,
HYUNDAI,186,525000000,,CŨ,2008,,,TỰ ĐỘNG,85000,https://xe.chotot.com/mua-ban-oto-huyen-binh-chanh-tp-ho-chi-minh/64694874.htm,model not in brand
NISSAN,SUNNY,345000000,,CŨ,2018,,,SỐ SÀN,40000,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/88977504.htm,
TOYOTA,INNOVA,149000000,,CŨ,2006,,,SỐ SÀN,20000,https://xe.chotot.com/mua-ban-oto-thanh-pho-tam-diep-ninh-binh/89931527.htm,
MERCEDES BENZ,C CLASS,589000000,,CŨ,2012,,,TỰ ĐỘNG,63333,https://xe.chotot.com/mua-ban-oto-quan-bac-tu-liem-ha-noi/89278888.htm,
1,6,349000000,,CŨ,2013,,,BÁN TỰ ĐỘNG,96000,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/88810683.htm,brand not in list
HONDA,CR V,925000000,,CŨ,2020,,,TỰ ĐỘNG,13000,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/89848683.htm,
HONDA,BRIO,,,CŨ,2019,,,TỰ ĐỘNG,15000,https://xe.chotot.com/mua-ban-oto-quan-ninh-kieu-can-tho/88965763.htm,
KIA,MORNING,215000000,,CŨ,2010,,,TỰ ĐỘNG,65000,https://xe.chotot.com/mua-ban-oto-thanh-pho-tay-ninh-tay-ninh/88466945.htm,
TOYOTA,CORONA,70000000,,CŨ,1990,,,SỐ SÀN,300000,https://xe.chotot.com/mua-ban-oto-thanh-pho-my-tho-tien-giang/89899909.htm,
CHEVROLET,AVEO,210000000,,CŨ,2016,,,,68000,https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/89732320.htm,
LEXUS,RX,1400000000,,CŨ,2011,,,TỰ ĐỘNG,53000,https://xe.chotot.com/mua-ban-oto-quan-11-tp-ho-chi-minh/89661028.htm,
FORD,FOCUS,438000000,,CŨ,2014,,,TỰ ĐỘNG,60000,https://xe.chotot.com/mua-ban-oto-quan-8-tp-ho-chi-minh/88056151.htm,
FORD,EVEREST,1299000000,HỒ CHÍ MINH,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-everest-khuyen-mai-dac-biet-chot-ngay-voi-gia-canh-tranh090-638-1199-404701/,
FORD,RANGER,635000000,HÀ NỘI,MỚI,2020,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ranger-2020-xls-mt-at-moi-100-gia-cuc-tot-tang-phu-kien-du-mau-giao-xe-toan-quoctra-gop-80-399837/,
FORD,ECOSPORT,565000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0979572297ford-ecosport-2021-cam-ket-gia-canh-tranh-nhat-dich-vu-tot-nhat-uu-dai-hap-dan-413423/,
FORD,RANGER,910000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-wildtrak-2021-giam-tien-mat-15tr-amp-tang-phu-kien-di-kem-415183/,
FORD,RANGER-RAPTOR,1202000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-sieu-ban-tai-ranger-raptor-2021-tang-ngay-tien-mat-khung-goi-pk-chinh-hang-399800/,
FORD,EVEREST,1299000000,,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-everest-titanium-2-cau-giam-tien-mat-len-den-100tr-tang-phu-kien-chinh-hang-415179/,
FORD,RANGER,630000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-xls-at-2021-bung-no-khuyen-mai-ngap-tran-uu-dai-415185/,
FORD,EVEREST,1081000000,,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0979-57-2297-ford-new-everest-2021-uu-dai-dac-biet-trong-thang-ho-tro-vay-90-413415/,
FORD,RANGER,910000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-wildtrak-2021-giam-tien-mat-15tr-amp-tang-phu-kien-di-kem-415182/,
FORD,EVEREST,1035000000,,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-everest-sport-lua-chon-hoan-hao-cho-chuyen-di-cua-ban-giam-tien-mat-len-den-hon-80tr-415180/,
FORD,RANGER,618000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ranger-gia-tot-nhat-duyet-vay-hon-80-du-mau-giao-ngay-call-090-638-1199-415186/,
TOYOTA,RUSH,634000000,HỒ CHÍ MINH,MỚI,2021,,TRẮNG,,0,https://www.carmudi.vn/ban-xe-o-to-toyota-rush-2021-tang-1-nam-bao-hiem-than-xe-du-mau-giao-ngay-205tr-nhan-xe-lh-0932142022-331292/,
FORD,RANGER,1205000000,HỒ CHÍ MINH,MỚI,2021,,XANH DƯƠNG,TỰ ĐỘNG,,https://www.carmudi.vn/ban-xe-o-to-ranger-raptor-model-2021-sieu-khung-long-ho-tro-gop-80-bao-dau-ho-so-vay-0937442330-389599/,price!!!
FORD,RANGER,630000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-xls-at-2021-bung-no-khuyen-mai-ngap-tran-uu-dai-415184/,
FORD,EVEREST,1299000000,,MỚI,2021,,NHIỀU MÀU,,,https://www.carmudi.vn/ban-xe-o-to-hot-everest-moi-2021-giam-len-den-100tr-tien-mat-bao-dau-ho-so-xe-co-san-giao-ngay-404702/,
FORD,TOURNEO,1200000000,,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,,https://www.carmudi.vn/ban-xe-o-to-ford-tourneo-limousine-20-dong-co-ecoboost-moi-noi-that-dinh-cao-395389/,
FORD,RANGER,618000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-giam-gia-cuc-manh-len-den-100tr-amp-tang-phu-kien-chinh-hang-lh-0906381199-404738/,
FORD,EVEREST,1100000000,HỒ CHÍ MINH,MỚI,2021,,ĐỎ,,0,https://www.carmudi.vn/ban-xe-o-to-090-638-1199everest-titanium-1-cau-mau-do-giam-gia-len-den-80tr-407128/,
SUZUKI,ERTIGA,517000000,HỒ CHÍ MINH,MỚI,2021,,MÀU KHÁC,,0,https://www.carmudi.vn/ban-xe-o-to-xe-7-cho-ertiga-2021-gia-5-cho-bank-ho-tro-caochi-can-80-trieu-lan-banh-khong-can-chung-minh-thu-nha-415001/,
SUZUKI,SUPER CARRY BLIND VAN,283000000,HỒ CHÍ MINH,MỚI,2021,,MÀU KHÁC,SỐ TAY,,https://www.carmudi.vn/ban-xe-o-to-xe-tai-van-suzuki-chay-gio-cam-247-du-mau-giao-ngay-lan-banh-283-trieu-404621/,
HYUNDAI,ELANTRA,625000000,,MỚI,2021,KEM,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-hyundai-elantra-1.6-at-2021-2512136,
TOYOTA,FORTUNER,1080000000,HÀ NỘI,MỚI,2021,ĐEN,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2021-2986873,
FORD,EVEREST,1022000000,,MỚI,2021,KEM,,,0,https://bonbanh.com/xe-ford-everest-sport-2.0l-4x2-at-2021-3864996,
FORD,TRANSIT,805000000,HỒ CHÍ MINH,MỚI,2021,KEM,BẠC,SỐ TAY,0,https://bonbanh.com/xe-ford-transit-svp-2021-1145784,
MERCEDES BENZ,GLC,1440000000,HÀ NỘI,CŨ,2017,NÂU,ĐEN,TỰ ĐỘNG,40000,https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2017-3986868,
VINFAST,FADIL,449000000,HỒ CHÍ MINH,MỚI,2021,MÀU KHÁC,XANH,,0,https://bonbanh.com/xe-vinfast-fadil-1.4-at-premium-2021-3284607,
MERCEDES BENZ,MAYBACH,5999000000,HÀ NỘI,CŨ,2015,,,TỰ ĐỘNG,43000,https://bonbanh.com/xe-mercedes_benz-maybach-s600-2015-4063190,
MAZDA,2,546000000,HÀ NỘI,MỚI,2021,-,ĐỎ,,,https://bonbanh.com/xe-mazda-2-sport-luxury-2021-2963299,
TOYOTA,INNOVA,599000000,,CŨ,2016,-,XÁM,TỰ ĐỘNG,119000,https://bonbanh.com/xe-toyota-innova-2.0v-2016-4043317,
VINFAST,LUX SA 2.0,1218000000,ĐÀ NẴNG,MỚI,2021,KEM,XÁM,,,https://bonbanh.com/xe-vinfast-lux_sa_2.0-plus-2.0-at-2021-3540176,
SUBARU,FORESTER,1079000000,,MỚI,2020,ĐEN,BẠC,TỰ ĐỘNG,,https://bonbanh.com/xe-subaru-forester-2.0i-s-eyesight-2020-3954462,
MITSUBISHI,ATTRAGE,270000000,,CŨ,2019,GHI,BẠC,SỐ TAY,,https://bonbanh.com/xe-mitsubishi-attrage-1.2-mt-eco-2019-4040730,
KIA,MORNING,199000000,BÌNH DƯƠNG,CŨ,2016,KEM,BẠC,SỐ TAY,80000,https://bonbanh.com/xe-kia-morning-ex-2016-4033849,
VINFAST,LUX A 2.0,1074000000,,MỚI,2021,NÂU,XANH,TỰ ĐỘNG,,https://bonbanh.com/xe-vinfast-lux_a_2.0-premium-2.0-at-2021-3203634,
HONDA,ACCORD,1329000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,TRẮNG,TỰ ĐỘNG,,https://bonbanh.com/xe-honda-accord-1.5-at-2021-3369892,
HYUNDAI,TUCSON,823000000,HÀ NỘI,MỚI,2021,KEM,ĐỎ,TỰ ĐỘNG,,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2021-4000119,
BENTLEY,FLYING SPUR,20000000000,,MỚI,2021,VÀNG,ĐEN,TỰ ĐỘNG,,https://bonbanh.com/xe-bentley-flying_spur-first-edition-v8-2021-4038462,
ISUZU,DMAX,605000000,HÀ NỘI,MỚI,2021,XÁM,CAM,TỰ ĐỘNG,,https://bonbanh.com/xe-isuzu-dmax-ls-1.9l-4x2-at-2021-3772198,
TOYOTA,INNOVA,430000000,ĐĂK LĂK,CŨ,2016,KEM,CÁT,SỐ TAY,56000,https://bonbanh.com/xe-toyota-innova-2.0e-2016-3793889,
LANDROVER,RANGE ROVER VELAR,4850000000,HÀ NỘI,CŨ,2020,XANH,ĐEN,,13000,https://bonbanh.com/xe-landrover-range_rover_velar-r-dynamic-se-2.0-2020-3778911,
TOYOTA,PRADO,2379000000,PHÚ THỌ,MỚI,2021,ĐEN,,,,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-3922177,
FORD,EVEREST,1030000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,ĐEN,,,https://bonbanh.com/xe-ford-everest-sport-2.0l-4x2-at-2021-3823209,
MAZDA,3,295000000,BẮC GIANG,CŨ,2009,-,BẠC,TỰ ĐỘNG,,https://bonbanh.com/xe-mazda-3-1.6-at-2009-4025441,
KIA,MORNING,190000000,LÂM ĐỒNG,CŨ,2010,ĐEN,GHI,TỰ ĐỘNG,100000,https://bonbanh.com/xe-kia-morning-sx-1.1-at-2010-3989764,
1,MORNING,146000000,,CŨ,2010,,,TỰ ĐỘNG,90000,https://xe.chotot.com/mua-ban-oto-thanh-pho-hoa-binh-hoa-binh/87675384.htm,brand not in list
SUZUKI,XL 7,529900000,,2,2021,,,,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/89362567.htm,
TOYOTA,ZACE,225000000,,CŨ,2005,,,SỐ SÀN,123456,https://xe.chotot.com/mua-ban-oto-quan-thot-not-can-tho/89805288.htm,
MITSUBISHI,TRITON,330000000,,CŨ,2010,,,TỰ ĐỘNG,91000,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/89931564.htm,
FORD,ECOSPORT,389000000,,CŨ,2015,,,TỰ ĐỘNG,7000,https://xe.chotot.com/mua-ban-oto-huyen-an-lao-hai-phong/89931579.htm,
MERCEDES BENZ,C CLASS,1399000000,,CŨ,,,,TỰ ĐỘNG,8000,https://xe.chotot.com/mua-ban-oto-quan-binh-thanh-tp-ho-chi-minh/85871830.htm,
HYUNDAI,TUCSON,745000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/88794739.htm,
NISSAN,GRAND LIVINA,273000000,,CŨ,2011,,,,62500,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/87990711.htm,
VINFAST,1082,382500000,,2,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/84766002.htm,model not in brand
FORD,RANGER,1202000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/89512169.htm,price!!!
HYUNDAI,ACCENT,535000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/81659276.htm,
HYUNDAI,ACCENT,88000000,,CŨ,2021,,,,,https://xe.chotot.com/89627359.htm,price!!!
TOYOTA,CAMRY,929000000,,CŨ,2019,,,TỰ ĐỘNG,30000,https://xe.chotot.com/mua-ban-oto-quan-dong-da-ha-noi/89859754.htm,
VINFAST,LUX,826000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/89539579.htm,
ISUZU,DMAX,479000000,,CŨ,,,,SỐ SÀN,90510,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/89749889.htm,
MITSUBISHI,XPANDER,630000000,,MỚI,2021,,,,,https://xe.chotot.com/88776400.htm,
HYUNDAI,GRAND I10,359000000,,MỚI,2021,,,,,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/88690049.htm,
KIA,CARENS,235000000,,CŨ,2012,,,SỐ SÀN,104,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/89480516.htm,
NISSAN,NAVARA,645000000,,CŨ,2018,,,TỰ ĐỘNG,40000,https://xe.chotot.com/mua-ban-oto-quan-hoan-kiem-ha-noi/89711585.htm,
FORD,EVEREST,1112000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/89286004.htm,
ACURA,MDX,630000000,,CŨ,2007,,,TỰ ĐỘNG,60000,https://xe.chotot.com/mua-ban-oto-quan-11-tp-ho-chi-minh/89126146.htm,
VINFAST,1082,366000000,,2,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-ba-dinh-ha-noi/89314145.htm,model not in brand
VINFAST,FADIL,382000000,HÀ NỘI,MỚI,2021,ĐEN,CAM,TỰ ĐỘNG,,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-3307012,
MAZDA,3,575000000,,CŨ,2018,ĐEN,VÀNG,TỰ ĐỘNG,30166,https://bonbanh.com/xe-mazda-3-1.5-at-2018-4046431,
CHEVROLET,TRAILBLAZER,785000000,HÀ NỘI,CŨ,2018,NÂU,ĐEN,TỰ ĐỘNG,45000,https://bonbanh.com/xe-chevrolet-trailblazer-ltz-2.8l-4x4-at-2018-4020215,
HONDA,CRV,998000000,VĨNH PHÚC,MỚI,2021,KEM,ĐEN,TỰ ĐỘNG,,https://bonbanh.com/xe-honda-crv-e-2021-3414481,
MAZDA,3,727000000,HÀ NAM,MỚI,2021,ĐEN,,TỰ ĐỘNG,,https://bonbanh.com/xe-mazda-3-1.5l-sport-luxury-2021-4007738,
TOYOTA,VIOS,500000000,THÁI NGUYÊN,CŨ,2019,KEM,,TỰ ĐỘNG,21000,https://bonbanh.com/xe-toyota-vios-1.5g-2019-3784604,
NISSAN,ALMERA,469000000,HÀ NỘI,MỚI,,MÀU KHÁC,CAM,SỐ TAY,0,https://bonbanh.com/xe-nissan-almera-1.0-mt-2021-3938544,
HYUNDAI,SANTAFE,1295000000,HỒ CHÍ MINH,MỚI,2021,,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2021-4033470,
FORD,TRANSIT,750000000,HÀ NỘI,MỚI,2020,KEM,BẠC,SỐ TAY,,https://bonbanh.com/xe-ford-transit-luxury-2020-3172762,
HYUNDAI,ACCENT,390000000,HỒ CHÍ MINH,MỚI,2021,KEM,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-hyundai-accent-1.4-mt-tieu-chuan-2021-4063345,
TOYOTA,CAMRY,670000000,,CŨ,2010,ĐEN,ĐEN,,78000,https://bonbanh.com/xe-toyota-camry-le-2.5-2010-4015302,
VOLKSWAGEN,TIGUAN,1699000000,BÌNH DƯƠNG,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-volkswagen-tiguan-allspace-2021-3470866,
KIA,SORENTO,1349000000,HẢI PHÒNG,MỚI,2021,KEM,GHI,,0,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2021-4065674,
