,name,carmodel,price,location,status,mfg,interiorColor,exteriorColor,gearbox,kilometer,link,note
257,MERCEDES BENZ,DÒNG KHÁC,525000000,,CŨ,2007,,,TỰ ĐỘNG,45000,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-dau-mot-binh-duong/85364194.htm,price!!!
259,TOYOTA,YARIS,188000000,,CŨ,2007,,,TỰ ĐỘNG,100000,https://xe.chotot.com/mua-ban-oto-quan-tay-ho-ha-noi/89571514.htm,price!!!
266,LEXUS,LX600,8999000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-lexus-lx-600-2022-lh-0963732568-415016/,model not in brand
268,MERCEDESBENZ,GLC200,1690000000,HỒ CHÍ MINH,CŨ,2020,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hot-mercedes-benz-glc200-2021-cu-mau-trang-di-luot-chinh-hang-413431/,price!!!
270,KIA,MORNING,304000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0868616444-kia-moring-gt-line-x-line-san-xe-du-mau-giao-ngay-uu-dai-va-dich-vu-so-1-ha-noi-414995/,price!!!
276,TOYOTA,INNOVA,220000000,,CŨ,2009,,,SỐ SÀN,100000,https://xe.chotot.com/mua-ban-oto-huyen-yen-phong-bac-ninh/87817531.htm,price!!!
278,TOYOTA,VIOS,358600000,,CŨ,2018,,,SỐ SÀN,4000,https://xe.chotot.com/mua-ban-oto-huyen-dien-chau-nghe-an/90348988.htm,price!!!
283,TOYOTA,CAMRY,90000000,,CŨ,1993,,,TỰ ĐỘNG,100000,https://xe.chotot.com/mua-ban-oto-thanh-pho-da-lat-lam-dong/87353847.htm,price!!!
285,TOYOTA,HILUX,640000000,,CŨ,2019,,,TỰ ĐỘNG,30000,https://xe.chotot.com/mua-ban-oto-huyen-chau-duc-ba-ria-vung-tau/90349163.htm,price!!!
289,TOYOTA,LAND CRUISER,7100000000,HÀ NỘI,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-toyota-land-cruiser-lc300-vxr-trung-dong-model-2022-moi-gia-tot-lh-0935866636-413400/,price!!!
292,TOYOTA,LAND CRUISER,7100000000,HÀ NỘI,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-toyota-land-cruiser-lc300-vxr-trung-dong-model-2022-moi-gia-tot-lh-0935866636-413402/,price!!!
294,MITSUBISHI,PAJERO,160000000,HÀ NỘI,CŨ,2009,,BẠC,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-gia-dinh-can-ban-xe-mitsubishi-pajero-2009-cu-415094/,price!!!
295,LAMBORGHINI,AVENTADOR,19500000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-lamborghini-urus-2021-moi-ha-noi-406797/,model not in brand
296,ISUZU,MU X,540000000,,CŨ,2017,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-thanh-pho-buon-ma-thuot-dak-lak/90082654.htm,price!!!
300,HYUNDAI,TUCSON,270000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-hai-an-hai-phong/90006233.htm,price!!!
310,CADILLAC,ESCALADE ESV,8050000000,HÀ NỘI,MỚI,2021,,NÂU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-cadillac-escalade-esv-platinum-2021-moi-ha-noi-397194/,model not in brand
316,ROLLSROYCE,CULLINAN,38000000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-rolls-royce-cullinan-v12-2021-moi-ha-noi-404543/,model not in brand
318,BENTLEY,CONTINENTAL FLYING SPUR,17900000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-bentley-continental-flying-spur-2021-moi-ha-noi-407323/,model not in brand
329,MITSUBISHI,LANCER,155000000,,CŨ,2004,,,TỰ ĐỘNG,120000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/90201612.htm,price!!!
340,KIA,MORNING,899000000,HÀ NỘI,CŨ,2021,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-kia-morning-xline-2021-bien-vip-406855/,price!!!
341,FORD,EVEREST,1017000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-new-everest-2021-gia-tot-nhat-khu-vuc-ho-tro-nhanh-chong-moi-thu-tuc-bao-ho-so-vay-413414/,price!!!
343,CADILLAC,ESCALADE ESV,11500000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-cadillac-escalade-esv-platinum-2021-moi-ha-noi-407012/,model not in brand
356,PORSCHE,911,8850000000,HÀ NỘI,MỚI,2021,,VÀNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-porsche-911-carrera-2021-moi-ha-noi-415098/,model not in brand
357,TOYOTA,LAND CRUISER,6850000000,HÀ NỘI,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-toyota-land-cruiser-vxr-2021-moi-ha-noi-407031/,price!!!
364,LANDROVER,RANGE ROVER,4750000000,HỒ CHÍ MINH,CŨ,2016,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-range-rover-hse-bien-so-than-tai-ho-tro-vay-75-chat-luong-xuat-sac-0947737172-truong-thanh-415128/,price!!!
374,KIA,RIO,291860000,,CŨ,2016,,,SỐ SÀN,5000,https://xe.chotot.com/mua-ban-oto-huyen-dien-chau-nghe-an/90349279.htm,price!!!
376,HYUNDAI,KONA,581000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/90349272.htm,price!!!
382,SUZUKI,XL 7 1,564000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-suzuki-xl7-giam-cuc-soc-ho-tro-gop-cao-chi-can-130tr-lan-banh-xe-co-san-du-mau-giao-ngay-404448/,model not in brand
383,MG,HS,829000000,THÁI BÌNH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-mg-hs-15-trophy-moi-thai-binh-gia-cuc-soc-ho-tro-tra-gop-va-dk-cac-thu-tuc-lien-he-ngay-413451/,price!!!
384,MG,HS,869000000,THÁI BÌNH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-mg-hs-20-trophy-moi-thai-binh-50-phi-truoc-ba-ho-tro-tra-gop-xe-co-san-cuc-dep-413452/,price!!!
389,KIA,CARNIVAL,1839000000,HÀ NỘI,MỚI,2021,-,BẠC,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-carnival-signature-3.5g-2021-4040701,price!!!
390,FORD,RANGER,930000000,HỒ CHÍ MINH,CŨ,2018,NHIỀU MÀU,ĐEN,TỰ ĐỘNG,40000,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2018-4040295,price!!!
398,FORD,RANGER,610000000,HÀ NỘI,MỚI,2021,-,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-3563475,price!!!
408,FORD,LASER,175000000,,CŨ,2003,,,TỰ ĐỘNG,102000,https://xe.chotot.com/mua-ban-oto-huyen-binh-chanh-tp-ho-chi-minh/90348593.htm,price!!!
412,KIA,MORNING,275000000,,CŨ,2015,,,TỰ ĐỘNG,42,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/85982085.htm,price!!!
413,MITSUBISHI,TRITON,478000000,,CŨ,2020,,,SỐ SÀN,38000,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/89882140.htm,price!!!
420,MG,HS,719000000,THÁI BÌNH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-mg-hs-15-sport-moi-thai-binh-uu-dai-tien-mat-va-phu-kien-tang-ngay-goi-bao-duong-dai-han-413450/,price!!!
421,MG,HS,869000000,THÁI BÌNH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-mg-hs-20-trophy-moi-thai-binh-50-phi-truoc-ba-ho-tro-tra-gop-xe-co-san-cuc-dep-413461/,price!!!
422,MG,HS,829000000,THÁI BÌNH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-mg-hs-15-trophy-moi-thai-binh-gia-cuc-soc-ho-tro-tra-gop-va-dk-cac-thu-tuc-lien-he-ngay-413462/,price!!!
423,MERCEDESBENZ,G63,13100000000,HÀ NỘI,MỚI,2021,,MÀU KHÁC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-mercedes-benz-g63-amg-lh-0935866636-sx-2021-phien-ban-moi-nhat-415131/,model not in brand
429,TOYOTA,HILUX,825000000,HÀ NỘI,CŨ,2019,ĐEN,TRẮNG,TỰ ĐỘNG,36000,https://bonbanh.com/xe-toyota-hilux-2.8g-4x4-at-2019-4056423,price!!!
440,MG,HS,869000000,THÁI BÌNH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-mg-hs-20-trophy-moi-thai-binh-50-phi-truoc-ba-ho-tro-tra-gop-xe-co-san-cuc-dep-415145/,price!!!
441,FORD,RANGER,560000000,HÀ NỘI,MỚI,2020,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-sieu-giam-giaford-ranger-xl-2-cau-moi-thanh-toan-hon-100tr-nhan-xe-ngay-0979572297-399796/,price!!!
442,MG,HS,869000000,THÁI BÌNH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-mg-hs-20-trophy-moi-thai-binh-50-phi-truoc-ba-ho-tro-tra-gop-xe-co-san-cuc-dep-415146/,price!!!
448,KIA,MORNING,329000000,HÀ NỘI,MỚI,2021,GHI,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-morning-at-2021-3881441,price!!!
452,PORSCHE,CAYMAN,4700000000,HÀ NỘI,CŨ,2017,KEM,TRẮNG,TỰ ĐỘNG,14000,https://bonbanh.com/xe-porsche-cayman-718-2017-4085146,model not in brand
453,MERCEDES BENZ,G CLASS,7999000000,HÀ NỘI,MỚI,2021,NÂU,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-g_class-g350d-2021-3372594,price!!!
455,TOYOTA,INNOVA,750000000,HỒ CHÍ MINH,CŨ,2018,KEM,CÁT,TỰ ĐỘNG,55700,https://bonbanh.com/xe-toyota-innova-2.0v-2018-4039964,price!!!
459,ISUZU,DMAX,479000000,,CŨ,2016,,,SỐ SÀN,68000,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/89290944.htm,price!!!
468,FORD,ESCAPE,148000000,,CŨ,2005,,,TỰ ĐỘNG,820000,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/89732304.htm,price!!!
469,HYUNDAI,GRAND I10,442000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-thanh-pho-pleiku-gia-lai/86276093.htm,price!!!
483,FORD,RANGER-RAPTOR,1182000000,HÀ NỘI,MỚI,2020,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-soc-ford-ranger-raptor-2020-moi-giam-full-tien-mat-tang-phu-kien-bao-hiem-ho-tro-ngan-hang-399799/,model not in brand
487,FORD,RANGER,570000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0979-57-2297ford-ranger-2021-san-xe-gia-tot-uu-dai-tien-mat-va-tang-phu-kien-chinh-hang-413420/,price!!!
488,FORD,EVEREST,1017000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0979-57-2297-ford-new-everest-2021-uu-dai-dac-biet-trong-thang-ho-tro-vay-90-413413/,price!!!
489,FORD,EVEREST,1017000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-new-everest-2021-gia-tot-nhat-khu-vuc-ho-tro-len-den-100-trieu-dong-nhanh-gon-moi-thu-tuc-403012/,price!!!
503,NISSAN,ALMERA,480000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-cam-le-da-nang/88831788.htm,model not in brand
510,FORD,RANGER,1202000000,LÂM ĐỒNG,MỚI,2021,MÀU KHÁC,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-4087583,price!!!
517,LUXGEN,M7,350000000,HỒ CHÍ MINH,CŨ,2010,KEM,BẠC,TỰ ĐỘNG,0,https://bonbanh.com/xe-luxgen-m7-2.2-t-2010-4015001,model not in brand
518,FORD,RANGER,585000000,HÀ NỘI,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0979-57-2297ford-ranger-2021-ban-nhap-khau-san-xe-gia-tot-uu-dai-gan-100tr-tien-mat-413418/,price!!!
519,FORD,RANGER,590000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-pickup-xls-at-xls-mt-2021-moi-ha-noi-ho-tro-tra-gop-giao-xe-toan-quoc-415103/,price!!!
524,TOYOTA,CRUISER,4030000000,HỒ CHÍ MINH,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-land-cruiser-2021-nhap-khau-giao-ngay-1215tr-co-xe-341443/,model not in brand
525,TOYOTA,GRANVIA,3080000000,HỒ CHÍ MINH,MỚI,2020,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-granvia-2021-nhap-khau-100-du-mau-975tr-co-xe-lh-0932142022-398289/,model not in brand
526,TOYOTA,FORTUNER,1354000000,HỒ CHÍ MINH,MỚI,2020,,NÂU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-fortuner-v-28-at-2-cau-du-mau-giao-ngay-350tr-co-xe-lh-0932142022-353437/,price!!!
531,KIA,SONET,579000000,HÀ NỘI,MỚI,2022,TRẮNG,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sonet-luxury-1.5-at-2022-4088644,model not in brand
536,TOYOTA,VIOS,443000000,HÀ NỘI,MỚI,2021,-,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2021-4044006,price!!!
537,HYUNDAI,KONA,583000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-hyundai-kona-2.0-at-2021-3860428,price!!!
553,MERCEDES BENZ,GLA CLASS,1090000000,HỒ CHÍ MINH,CŨ,2014,ĐEN,ĐEN,TỰ ĐỘNG,42000,https://bonbanh.com/xe-mercedes_benz-gla_class-gla-45-amg-4matic-2014-4085743,price!!!
558,MG,HS,719000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-mg-hs-sport-1.5-at-2wd-2021-4055885,price!!!
559,FORD,RANGER,565000000,HÀ NỘI,MỚI,2021,ĐEN,ĐEN,SỐ TAY,0,https://bonbanh.com/xe-ford-ranger-xl-2.2l-4x4-mt-2021-3421412,price!!!
568,FORD,RANGER,616000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0979-57-2297ford-ranger-2021-ban-nhap-khau-san-xe-gia-tot-uu-dai-gan-100tr-tien-mat-399915/,price!!!
570,TOYOTA,FORTUNER,1310000000,HỒ CHÍ MINH,CŨ,2019,,BẠC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-fortuner-27-4x4-at-2017-moi-99-giao-xe-ngay-353503/,price!!!
571,MAZDA,CX 8,919000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-mazda-cx8-2021-uu-dai-khung-tra-truoc-chi-tu-268-trieu-xe-san-giao-ngay-415160/,price!!!
572,KIA,CARNIVAL,1179000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-kia-carnival-2021-lien-he-ngay-de-nhan-gia-tot-nhat-giao-xe-som-415159/,price!!!
573,KIA,CERATO,499000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-kia-cerato-2021-moi-uu-dai-soc-65-trieu-chi-trong-thang-nay-san-xe-giao-ngay-415163/,price!!!
574,KIA,SORENTO,999000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-kia-sorento-2021-moi-tra-truoc-chi-280tr-giam-gia-soc-xe-san-giao-ngay-415161/,price!!!
579,HYUNDAI,I10,345000000,HÀ NỘI,CŨ,2016,NHIỀU MÀU,TRẮNG,TỰ ĐỘNG,70000,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2016-3832431,price!!!
594,MERCEDES BENZ,C CLASS,405000000,,CŨ,2011,,,TỰ ĐỘNG,80000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/85374287.htm,price!!!
596,HYUNDAI,ACCENT,87000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/90167408.htm,price!!!
598,KIA,SOLUTO,420000000000,,CŨ,2020,,,TỰ ĐỘNG,11000,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/90095491.htm,price!!!
600,NISSAN,ALMERA,579000000,HẢI DƯƠNG,MỚI,2021,ĐEN,BẠC,TỰ ĐỘNG,0,https://bonbanh.com/xe-nissan-almera-vl-1.0-cvt-cao-cap-2021-4088063,model not in brand
614,KIA,CARNIVAL,1179000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-kia-carnival-2022-giao-xe-som-nhat-tang-bao-hiem-than-vo-20trieu-415162/,price!!!
619,KIA,SONET,579000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0868616444kia-sonet-giao-ngay-thang-12-lien-he-de-nhan-them-uu-dai-415188/,model not in brand
