,name,carmodel,price,location,status,mfg,interiorColor,exteriorColor,gearbox,kilometer,link,note
315,TOYOTA,LAND CRUISER,4060000000,HÀ NỘI,MỚI,2021,KEM,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2021-4046684,price!!!
326,HÃNG KHÁC,DÒNG KHÁC,122000000,,CŨ,2013,,,SỐ SÀN,10000,https://xe.chotot.com/mua-ban-oto-huyen-hoa-vang-da-nang/90563011.htm,price!!!
329,VINFAST,LUX,681695000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-dong-da-ha-noi/85422280.htm,price!!!
331,HYUNDAI,ACCENT,378000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/90562899.htm,price!!!
346,KIA,SORENTO,1104000000,HỒ CHÍ MINH,MỚI,2021,-,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-luxury-2.2-at-2021-3421305,price!!!
363,FORD,ECOSPORT,368000000,,CŨ,2017,,,SỐ SÀN,66000,https://xe.chotot.com/mua-ban-oto-thanh-pho-vi-thanh-hau-giang/90107885.htm,price!!!
369,TOYOTA,LAND CRUISER,280000000,,CŨ,1990,,,SỐ SÀN,150000,https://xe.chotot.com/mua-ban-oto-quan-cam-le-da-nang/90233142.htm,price!!!
382,FORD,RANGER,1202000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-2702880,price!!!
407,MERCEDES BENZ,GLC,3059000000,HÀ NỘI,MỚI,2021,NHIỀU MÀU,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-coupe-2021-3865629,price!!!
416,HYUNDAI,ACCENT,395000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-1-tp-ho-chi-minh/88433467.htm,price!!!
421,FORD,EVEREST,815000000,,CŨ,2019,,,SỐ SÀN,47000,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/90136856.htm,price!!!
424,HYUNDAI,ELANTRA,510000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/90562530.htm,price!!!
435,KIA,SORENTO,1249000000,KHÁNH HÒA,MỚI,2021,MÀU KHÁC,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-premium-2.2-at-awd-2021-3849051,price!!!
460,FORD,RANGER,1202000000,HÀ NỘI,MỚI,2021,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-3924185,price!!!
465,VINFAST,LUX SA 2.0,946000000,HÀ NỘI,MỚI,2021,NÂU,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-3275385,price!!!
469,MERCEDES BENZ,C CLASS,1370000000,HÀ NỘI,CŨ,2017,NÂU,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2017-4086429,price!!!
472,FORD,RANGER,1202000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-tan-phu-tp-ho-chi-minh/90285805.htm,price!!!
473,TOYOTA,INNOVA,355000000,,CŨ,2016,,,SỐ SÀN,80000,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/90038586.htm,price!!!
478,HYUNDAI,ACCENT,389000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-9-tp-ho-chi-minh/88352568.htm,price!!!
481,TOYOTA,VIOS,448000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/85361567.htm,price!!!
485,FORD,RANGER,560000000,HÀ NỘI,MỚI,2020,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-sieu-giam-giaford-ranger-xl-2-cau-moi-thanh-toan-hon-100tr-nhan-xe-ngay-0979572297-399796/,price!!!
498,KIA,CERATO,195000000,HÀ NỘI,CŨ,2007,GHI,ĐEN,TỰ ĐỘNG,218484,https://bonbanh.com/xe-kia-cerato-1.6-at-2007-4080009,price!!!
501,ISUZU,KHÁC,560000000,HỒ CHÍ MINH,MỚI,2021,KEM,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-isuzu-khac-iz650---7-tan-2021-4059215,price!!!
509,KIA,MORNING,304000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0868616444-kia-moring-gt-line-x-line-san-xe-du-mau-giao-ngay-uu-dai-va-dich-vu-so-1-ha-noi-414995/,price!!!
513,KIA,SORENTO,1289000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0868616444-kia-sorento-giao-ngay-uu-dai-va-dich-vu-so-1-ha-noi-406950/,price!!!
518,HYUNDAI,UNIVERSE,1100000000,HỒ CHÍ MINH,MỚI,2019,ĐEN,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-hyundai-universe-galaxy-vip-2019-2179015,price!!!
525,FORD,RANGER,585000000,HÀ NỘI,MỚI,2021,ĐEN,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2021-4040265,price!!!
541,TOYOTA,INNOVA,520000000,,CŨ,2014,,,TỰ ĐỘNG,46000,https://xe.chotot.com/mua-ban-oto-quan-phu-nhuan-tp-ho-chi-minh/89142790.htm,price!!!
549,TOYOTA,FORTUNER,1310000000,HỒ CHÍ MINH,CŨ,2019,,BẠC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-fortuner-27-4x4-at-2017-moi-99-giao-xe-ngay-353503/,price!!!
566,FORD,RANGER,616000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0979-57-2297ford-ranger-2021-ban-nhap-khau-san-xe-gia-tot-uu-dai-gan-100tr-tien-mat-399915/,price!!!
571,SUBARU,FORESTER,899000000,HỒ CHÍ MINH,MỚI,2021,,MÀU KHÁC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-subaru-forester-2021-gia-tot-tang-100-truoc-ba-415172/,price!!!
573,DONGFENG,DFL3251,695000000,BÌNH DƯƠNG,MỚI,2021,,VÀNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-gia-xe-tai-dongfeng-8-tan-nhap-khau-2022-415177/,price!!!
585,MAZDA,323,85000000,HẢI PHÒNG,CŨ,1998,MÀU KHÁC,XANH,SỐ TAY,0,https://bonbanh.com/xe-mazda-323-1.6-mt-1998-4082596,price!!!
591,HONDA,CITY,10000000,HỒ CHÍ MINH,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-honda-city-2021-sieu-uu-dai-khung-tra-truoc-126-144tr-uu-dai-pk-tha-ga-lh-dung-0901338826-385646/,price!!!
598,MERCEDES BENZ,MB,130000000,HÀ NỘI,CŨ,2004,ĐEN,BẠC,SỐ TAY,120000,https://bonbanh.com/xe-mercedes_benz-mb-100-2004-4052828,price!!!
612,TOYOTA,INNOVA,450000000,,CŨ,2020,,,SỐ SÀN,15000,https://xe.chotot.com/mua-ban-oto-huyen-binh-chanh-tp-ho-chi-minh/90563994.htm,price!!!
620,FORD,RANGER,445000000,,CŨ,2015,,,SỐ SÀN,118000,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/90379990.htm,price!!!
630,FORD,RANGER,618000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hcm-ford-giam-gia-cuc-manh-len-den-100tr-amp-tang-phu-kien-chinh-hang-lh-0906381199-404738/,price!!!
639,KIA,MORNING,799000000,HÀ NỘI,CŨ,2021,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-kia-morning-xline-2021-bien-sieu-vip-413410/,price!!!
643,MITSUBISHI,ATTRAGE,356000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-dau-mot-binh-duong/88052383.htm,price!!!
647,FORD,RANGER,495000000,,CŨ,2016,,,SỐ SÀN,66000,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/90511675.htm,price!!!
649,HÃNG KHÁC,DÒNG KHÁC,235000000,,CŨ,2016,,,SỐ SÀN,125000,https://xe.chotot.com/mua-ban-oto-thi-xa-di-an-binh-duong/89809024.htm,price!!!
650,MAZDA,BT 50,435000000,,CŨ,2013,,,SỐ SÀN,10000,https://xe.chotot.com/mua-ban-oto-huyen-thuy-nguyen-hai-phong/90563801.htm,price!!!
651,VINFAST,LUX,681695000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/80174839.htm,price!!!
663,ROLLS ROYCE,PHANTOM,19000000000,HÀ NỘI,MỚI,2021,NÂU,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-rolls_royce-phantom-ewb-6.7-v12-2021-3541110,price!!!
691,TOYOTA,LAND CRUISER,90000000,,CŨ,1992,,,SỐ SÀN,150000,https://xe.chotot.com/mua-ban-oto-quan-cam-le-da-nang/90528574.htm,price!!!
692,TOYOTA,VIOS,265000000,,CŨ,2016,,,SỐ SÀN,8500,https://xe.chotot.com/mua-ban-oto-huyen-thuy-nguyen-hai-phong/90563550.htm,price!!!
696,HYUNDAI,ACCENT,379000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-2-tp-ho-chi-minh/90449402.htm,price!!!
699,NISSAN,DÒNG KHÁC,54000000,,CŨ,1993,,,SỐ SÀN,68,https://xe.chotot.com/mua-ban-oto-huyen-duong-minh-chau-tay-ninh/88314288.htm,price!!!
726,DONGFENG,M3,700000000,BÌNH DƯƠNG,MỚI,2021,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-xe-tai-chenglong-m3-thung-dai-9m9-415178/,model not in brand
734,KIA,MORNING,227000000,HÀ NAM,CŨ,2018,,ĐEN,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-gia-dinh-thua-xe-de-lai-kia-morning-2018-415218/,price!!!
735,KIA,SORENTO,999000000,HÀ NỘI,MỚI,2021,-,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-deluxe-2.2-at-2021-4055467,price!!!
737,FORD,RANGER,600000000,HÀ NỘI,MỚI,2021,ĐEN,XÁM,SỐ TAY,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2021-4000709,price!!!
741,LEXUS,RX,3180000000,HÀ NỘI,MỚI,2021,-,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-lexus-rx-300-2021-4034434,price!!!
750,KIA,MORNING,155000000,,CŨ,2010,,,SỐ SÀN,238000,https://xe.chotot.com/mua-ban-oto-huyen-vung-liem-vinh-long/90050239.htm,price!!!
752,FORD,RANGER,625000000,,CŨ,2019,,,TỰ ĐỘNG,56000,https://xe.chotot.com/mua-ban-oto-quan-9-tp-ho-chi-minh/90563668.htm,price!!!
754,FORD,RANGER,620000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-3-tp-ho-chi-minh/90564181.htm,price!!!
764,FORD,RANGER,615000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-ranger-xls-at-2021-moi-toan-quoc-ho-tro-tra-gop-lai-xuat-thap-415223/,price!!!
767,FORD,RANGER,590000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-pickup-xls-at-xls-mt-2021-moi-ha-noi-ho-tro-tra-gop-giao-xe-toan-quoc-415222/,price!!!
784,FORD,RANGER,590000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-pickup-xls-at-xls-mt-2021-moi-ha-noi-ho-tro-tra-gop-giao-xe-toan-quoc-415230/,price!!!
786,FORD,RANGER,615000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-ranger-xls-at-2021-moi-toan-quoc-ho-tro-tra-gop-lai-xuat-thap-415231/,price!!!
793,MERCEDES BENZ,GLC,1799000000,HỒ CHÍ MINH,CŨ,2021,ĐEN,TRẮNG,TỰ ĐỘNG,2000,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-4053735,price!!!
806,FORD,RANGER,1205000000,HỒ CHÍ MINH,MỚI,2021,,XANH DƯƠNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ranger-raptor-model-2021-sieu-khung-long-ho-tro-gop-80-bao-dau-ho-so-vay-0937442330-389599/,price!!!
809,KIA,SORENTO,1289000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0938985930kia-sorento-22d-signature-awd-2021-gia-giam-sau-ho-tro-vay-nhanh-chong-413351/,price!!!
811,DONGBEN,DB,160000000,BÌNH DƯƠNG,MỚI,2021,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-xe-tai-dongben-k9-990kg-60tr-co-xe-ngay-415246/,price!!!
812,KIA,SORENTO,999000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0938985930kia-sorento-2021-cam-ket-gia-tot-nhat-ho-tro-moi-thu-tuc-nhanh-gon-vay-85-413356/,price!!!
816,MERCEDES BENZ,C CLASS,550000000,,CŨ,2004,,,TỰ ĐỘNG,123,https://xe.chotot.com/mua-ban-oto-quan-10-tp-ho-chi-minh/89329613.htm,price!!!
819,MITSUBISHI,L200,130000000,,CŨ,2004,,,SỐ SÀN,109583,https://xe.chotot.com/mua-ban-oto-huyen-nghia-dan-nghe-an/90563491.htm,price!!!
820,LANDROVER,RANGE ROVER EVOQUE,1188000000,,CŨ,2015,,,TỰ ĐỘNG,68000,https://xe.chotot.com/mua-ban-oto-quan-12-tp-ho-chi-minh/89126899.htm,price!!!
830,TOYOTA,CAMRY,255000000,HÀ NỘI,CŨ,1999,XÁM,XÁM,TỰ ĐỘNG,20000,https://bonbanh.com/xe-toyota-camry-le-2.2-1999-4113518,price!!!
838,MERCEDES BENZ,E CLASS,1940000000,HÀ NỘI,MỚI,2021,NÂU,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-e_class-e180-2021-4132073,price!!!
843,THACO,OLLIN,529000000,BÌNH DƯƠNG,MỚI,2021,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-thaco-ollin120-doi-2021-ho-tro-tra-gop-len-den-75-gia-tri-xe-xem-xe-tai-binh-duong-402010/,price!!!
849,KIA,MORNING,110000000,,CŨ,2010,,,SỐ SÀN,19000,https://xe.chotot.com/mua-ban-oto-thanh-pho-vinh-nghe-an/90564121.htm,price!!!
854,HYUNDAI,GRAND I10,378000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-binh-thanh-tp-ho-chi-minh/90223745.htm,price!!!
855,DAEWOO,NUBIRA,140000000,,CŨ,2002,,,SỐ SÀN,85000,https://xe.chotot.com/mua-ban-oto-huyen-dien-khanh-khanh-hoa/90563922.htm,price!!!
859,DAEWOO,LACETTI,155000000,,CŨ,2010,,,SỐ SÀN,150000,https://xe.chotot.com/mua-ban-oto-huyen-ba-vi-ha-noi/90563682.htm,price!!!
865,DONGBEN,DB,210000000,BÌNH DƯƠNG,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-xe-tai-van-srm-2-cho-giam-50-phi-truoc-ba-415255/,price!!!
886,HONDA,CR V,680000000,HỒ CHÍ MINH,CŨ,2016,,XÁM,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-honda-cr-v-20-at-2016-54000-km-full-option-415262/,price!!!
894,FORD,RANGER,640000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-3575348,price!!!
896,MAZDA,626,85000000,HỒ CHÍ MINH,CŨ,1995,XÁM,XÁM,SỐ TAY,250000,https://bonbanh.com/xe-mazda-626-2.0-mt-1995-4120054,price!!!
917,CHEVROLET,SPARK,124000000,,CŨ,2014,,,SỐ SÀN,65000,https://xe.chotot.com/mua-ban-oto-thi-xa-tan-uyen-binh-duong/90565168.htm,price!!!
919,FORD,RANGER,699000000,,CŨ,2017,,,TỰ ĐỘNG,60000,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/90565243.htm,price!!!
922,HYUNDAI,ELANTRA,510000000,,MỚI,2021,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-9-tp-ho-chi-minh/90264392.htm,price!!!
945,FORD,RANGER,618000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hcm-ranger-2021-moi-gia-tot-chua-tung-co-du-mau-amp-co-xe-giao-ngay-404728/,price!!!
950,FORD,RANGER,618000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hcm-ranger-gia-tot-nhat-duyet-vay-hon-80-du-mau-giao-ngay-call-090-638-1199-406973/,price!!!
965,FORD,RANGER,630000000,HỒ CHÍ MINH,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hcm-ranger-xls-at-2021-giao-xe-ngay-ho-tro-vay-len-den-80-bao-dau-ho-so-vay-090-638-1199-404727/,price!!!
986,MITSUBISHI,JOLIE,100000000,,CŨ,2004,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-huyen-go-cong-dong-tien-giang/90564350.htm,price!!!
989,KIA,SEDONA,745000000,,CŨ,2018,,,TỰ ĐỘNG,85000,https://xe.chotot.com/mua-ban-oto-quan-11-tp-ho-chi-minh/90290005.htm,price!!!
