,name,carmodel,price,location,status,mfg,interiorColor,exteriorColor,gearbox,kilometer,link,note
227,BMW,3 SERIES,1719000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-phu-nhuan-tp-ho-chi-minh/90295541.htm,price!!!
232,MERCEDES BENZ,G CLASS,8500000000,HÀ NỘI,MỚI,2021,ĐỎ,XÁM,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-g_class-g350d-2021-4115306,price!!!
249,KIA,MORNING,329000000,HÀ NỘI,MỚI,2021,-,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-morning-at-2021-4045108,price!!!
255,MAZDA,3,6330000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-hoang-mai-ha-noi/81924115.htm,price!!!
275,KIA,SORENTO,1329000000,HÀ NỘI,MỚI,2021,-,GHI,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2021-3439334,price!!!
291,DAEWOO,MATIZ,87000000,,CŨ,2005,,,SỐ SÀN,123456,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/89333101.htm,price!!!
294,KIA,CD5,128000000,,CŨ,2004,,,SỐ SÀN,86352,https://xe.chotot.com/mua-ban-oto-huyen-cu-chi-tp-ho-chi-minh/88274337.htm,price!!!
295,TOYOTA,VIOS,368,,CŨ,2018,,,SỐ SÀN,888888,https://xe.chotot.com/mua-ban-oto-huyen-me-linh-ha-noi/90498168.htm,price!!!
300,MERCEDES BENZ,GLC,2100000000,,CŨ,2015,,,TỰ ĐỘNG,45000,https://xe.chotot.com/mua-ban-oto-quan-dong-da-ha-noi/90446138.htm,price!!!
303,KIA,CARENS,345000000,BÌNH DƯƠNG,CŨ,2010,NÂU,BẠC,TỰ ĐỘNG,28000,https://bonbanh.com/xe-kia-carens-sx-2.0-at-2010-4073809,price!!!
307,MERCEDES BENZ,MB,130000000,HÀ NỘI,CŨ,2004,ĐEN,BẠC,SỐ TAY,120000,https://bonbanh.com/xe-mercedes_benz-mb-100-2004-4052828,price!!!
315,FORD,RANGER,560000000,HÀ NỘI,MỚI,2020,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-sieu-giam-giaford-ranger-xl-2-cau-moi-thanh-toan-hon-100tr-nhan-xe-ngay-0979572297-399796/,price!!!
324,KIA,MORNING,168000000,HÀ NỘI,CŨ,2007,GHI,BẠC,TỰ ĐỘNG,100000,https://bonbanh.com/xe-kia-morning-slx-1.0-at-2007-4015933,price!!!
336,FORD,RANGER,429000000,,CŨ,2015,,,SỐ SÀN,89000,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/89683926.htm,price!!!
342,TOYOTA,CORONA,148000000,,CŨ,1993,,,SỐ SÀN,90000,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-dau-mot-binh-duong/90362771.htm,price!!!
344,HYUNDAI,VERACRUZ,355000000,,CŨ,2007,,,TỰ ĐỘNG,120000,https://xe.chotot.com/mua-ban-oto-huyen-binh-chanh-tp-ho-chi-minh/90327818.htm,price!!!
346,KIA,RONDO,435000000,,CŨ,2019,,,SỐ SÀN,35000,https://xe.chotot.com/mua-ban-oto-thi-xa-di-an-binh-duong/89204347.htm,price!!!
361,TOYOTA,VIOS,448000000,HÀ NỘI,MỚI,2021,ĐEN,CÁT,SỐ TAY,0,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2021-3797363,price!!!
367,MERCEDES BENZ,MAYBACH,20500000000,HÀ NỘI,MỚI,2021,KEM,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-maybach-s680-4matic-2021-3812215,price!!!
374,KIA,MORNING,304000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0868616444-kia-moring-gt-line-x-line-san-xe-du-mau-giao-ngay-uu-dai-va-dich-vu-so-1-ha-noi-414995/,price!!!
377,KIA,SORENTO,1289000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0868616444-kia-sorento-giao-ngay-uu-dai-va-dich-vu-so-1-ha-noi-406950/,price!!!
383,DAEWOO,MATIZ,62000000,,CŨ,2006,,,SỐ SÀN,123456,https://xe.chotot.com/mua-ban-oto-huyen-cho-moi-an-giang/90497566.htm,price!!!
385,BMW,3 SERIES,730000000,,CŨ,2015,,,TỰ ĐỘNG,6,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/86449920.htm,price!!!
386,TOYOTA,CAMRY,975000000,,CŨ,2020,,,TỰ ĐỘNG,20000,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/90438330.htm,price!!!
387,MERCEDES BENZ,E CLASS,75000000,,CŨ,2005,,,SỐ SÀN,320,https://xe.chotot.com/mua-ban-oto-thi-xa-dien-ban-quang-nam/90497609.htm,price!!!
391,KIA,MORNING,269000000,,CŨ,2011,,,TỰ ĐỘNG,44000,https://xe.chotot.com/mua-ban-oto-thi-xa-di-an-binh-duong/90497678.htm,price!!!
393,KIA,MORNING,295000000,,CŨ,2012,,,TỰ ĐỘNG,70000,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/89286414.htm,price!!!
425,KIA,SORENTO,1190000000,,CŨ,2021,,,TỰ ĐỘNG,21000,https://xe.chotot.com/mua-ban-oto-quan-binh-tan-tp-ho-chi-minh/89271563.htm,price!!!
430,HYUNDAI,GRAND I10,122000000,,CŨ,2014,,,SỐ SÀN,65214,https://xe.chotot.com/mua-ban-oto-thi-xa-ben-cat-binh-duong/90498535.htm,price!!!
435,BMW,5 SERIES,2399000000,HÀ NỘI,CŨ,2018,NÂU,ĐEN,TỰ ĐỘNG,40000,https://bonbanh.com/xe-bmw-5_series-530i-2018-3731971,price!!!
439,VINFAST,LUX A 2.0,701000000,HÀ NỘI,MỚI,2021,ĐEN,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-3983614,price!!!
441,VINFAST,LUX A 2.0,701000000,HÀ NỘI,MỚI,2021,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-3354980,price!!!
456,KIA,MORNING,250000000,,CŨ,2011,,,TỰ ĐỘNG,11000,https://xe.chotot.com/mua-ban-oto-quan-long-bien-ha-noi/90254209.htm,price!!!
458,TOYOTA,CORONA,148000000,,CŨ,1993,,,SỐ SÀN,90000,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/90357860.htm,price!!!
459,FORD,DÒNG KHÁC,1055000000,,CŨ,2018,,,TỰ ĐỘNG,38500,https://xe.chotot.com/mua-ban-oto-quan-cam-le-da-nang/90277484.htm,price!!!
464,HYUNDAI,ACCENT,397000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-thanh-pho-buon-ma-thuot-dak-lak/90498013.htm,price!!!
484,KIA,MORNING,899000000,HÀ NỘI,CŨ,2021,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-kia-morning-xline-2021-bien-vip-406855/,price!!!
502,FORD,RANGER,1202000000,HÀ NỘI,MỚI,2021,-,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-3768132,price!!!
504,TOYOTA,VIOS,448000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/85361567.htm,price!!!
506,LANDROVER,RANGE ROVER,4750000000,,CŨ,2016,,,TỰ ĐỘNG,48000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/90161448.htm,price!!!
507,VINFAST,LUX,681695000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-dong-da-ha-noi/85422280.htm,price!!!
521,FORD,RANGER,650000000,HÀ NỘI,MỚI,2021,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-4013564,price!!!
535,SUBARU,FORESTER,899000000,HỒ CHÍ MINH,MỚI,2021,,MÀU KHÁC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-subaru-forester-2021-gia-tot-tang-100-truoc-ba-415172/,price!!!
538,DONGFENG,DFL3251,695000000,BÌNH DƯƠNG,MỚI,2021,,VÀNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-gia-xe-tai-dongfeng-8-tan-nhap-khau-2022-415177/,price!!!
549,ISUZU,KHÁC,560000000,HỒ CHÍ MINH,MỚI,2021,KEM,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-isuzu-khac-iz650---7-tan-2021-4059215,price!!!
558,HYUNDAI,ACCENT,386000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hyundai-accent-2021-giam-gia-den-40-trieu-xe-co-san-giao-ngay-415127/,price!!!
563,KIA,MORNING,210000000,,CŨ,2017,,,SỐ SÀN,61000,https://xe.chotot.com/mua-ban-oto-quan-ninh-kieu-can-tho/86967196.htm,price!!!
573,KIA,RIO,288000000,,CŨ,2015,,,SỐ SÀN,68252,https://xe.chotot.com/mua-ban-oto-quan-hoan-kiem-ha-noi/89980827.htm,price!!!
576,LANDROVER,RANGE ROVER,4750000000,HỒ CHÍ MINH,CŨ,2016,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-range-rover-hse-bien-so-than-tai-ho-tro-vay-75-chat-luong-xuat-sac-0947737172-truong-thanh-415128/,price!!!
577,HYUNDAI,ACCENT,386000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hyundai-accent-2021-giam-gia-tien-matpk-tra-truoc-150tr-nhan-xe-ngay-406768/,price!!!
585,HYUNDAI,SOLATI,929000000,HỒ CHÍ MINH,MỚI,2018,KEM,ĐEN,SỐ TAY,0,https://bonbanh.com/xe-hyundai-solati-h350-2.5-mt-2018-571635,price!!!
613,BMW,7 SERIES,900000000,,CŨ,2011,,,TỰ ĐỘNG,100000,https://xe.chotot.com/mua-ban-oto-thanh-pho-rach-gia-kien-giang/90498727.htm,price!!!
617,TOYOTA,CAMRY,320000000,,CŨ,2001,,,SỐ SÀN,150000,https://xe.chotot.com/mua-ban-oto-quan-2-tp-ho-chi-minh/89521629.htm,price!!!
655,FORD,RANGER,570000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0979-57-2297ford-ranger-2021-san-xe-gia-tot-uu-dai-tien-mat-va-tang-phu-kien-chinh-hang-413420/,price!!!
660,KIA,MORNING,227000000,HÀ NAM,CŨ,2018,,ĐEN,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-gia-dinh-thua-xe-de-lai-kia-morning-2018-415218/,price!!!
663,FORD,RANGER,590000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-pickup-xls-at-xls-mt-2021-moi-ha-noi-ho-tro-tra-gop-giao-xe-toan-quoc-415222/,price!!!
681,KIA,SEDONA,745000000,,CŨ,2018,,,TỰ ĐỘNG,85000,https://xe.chotot.com/mua-ban-oto-quan-11-tp-ho-chi-minh/90290005.htm,price!!!
684,KIA,MORNING,135000000,,CŨ,2009,,,SỐ SÀN,12000,https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/90181680.htm,price!!!
685,TOYOTA,VIOS,155000000,,CŨ,2008,,,SỐ SÀN,19000,https://xe.chotot.com/mua-ban-oto-thanh-pho-vinh-nghe-an/90497471.htm,price!!!
690,FORD,RANGER,615000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-ranger-xls-at-2021-moi-toan-quoc-ho-tro-tra-gop-lai-xuat-thap-415223/,price!!!
706,BMW,7 SERIES,900000000,KIÊN GIANG,CŨ,2011,ĐEN,ĐEN,TỰ ĐỘNG,100000,https://bonbanh.com/xe-bmw-7_series-730li-2011-4133716,price!!!
709,TOYOTA,INNOVA,235000000,CẦN THƠ,CŨ,2008,GHI,BẠC,SỐ TAY,0,https://bonbanh.com/xe-toyota-innova-g-2008-4126392,price!!!
726,FORD,RANGER,615000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-ranger-xls-at-2021-moi-toan-quoc-ho-tro-tra-gop-lai-xuat-thap-415231/,price!!!
734,CHEVROLET,CRUZE,315,,CŨ,2016,,,SỐ SÀN,70000,https://xe.chotot.com/mua-ban-oto-thanh-pho-buon-ma-thuot-dak-lak/90498300.htm,price!!!
741,HONDA,CR V,699000000,,CŨ,2019,,,TỰ ĐỘNG,29000,https://xe.chotot.com/mua-ban-oto-thi-xa-di-an-binh-duong/90497723.htm,price!!!
743,CHEVROLET,SPARK,230000000,,CŨ,2016,,,SỐ SÀN,60000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/90497726.htm,price!!!
747,TOYOTA,ZACE,105000,,CŨ,2004,,,SỐ SÀN,2,https://xe.chotot.com/mua-ban-oto-huyen-dong-anh-ha-noi/90226578.htm,price!!!
748,MERCEDES BENZ,S CLASS,2630000000,HÀ NỘI,CŨ,2017,NÂU,ĐEN,TỰ ĐỘNG,23000,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2017-4117975,price!!!
761,FORD,RANGER,1205000000,HỒ CHÍ MINH,MỚI,2021,,XANH DƯƠNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ranger-raptor-model-2021-sieu-khung-long-ho-tro-gop-80-bao-dau-ho-so-vay-0937442330-389599/,price!!!
762,FORD,RANGER,590000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-pickup-xls-at-xls-mt-2021-moi-ha-noi-ho-tro-tra-gop-giao-xe-toan-quoc-415230/,price!!!
765,KIA,SORENTO,1289000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0938985930kia-sorento-22d-signature-awd-2021-gia-giam-sau-ho-tro-vay-nhanh-chong-413351/,price!!!
766,KIA,SORENTO,999000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0938985930kia-sorento-2021-cam-ket-gia-tot-nhat-ho-tro-moi-thu-tuc-nhanh-gon-vay-85-413356/,price!!!
776,VINFAST,LUX SA 2.0,826000000,HÀ NỘI,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-4084496,price!!!
786,THACO,OLLIN,529000000,BÌNH DƯƠNG,MỚI,2021,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-thaco-ollin120-doi-2021-ho-tro-tra-gop-len-den-75-gia-tri-xe-xem-xe-tai-binh-duong-402010/,price!!!
804,TOYOTA,INNOVA,298000000,,CŨ,2014,,,SỐ SÀN,118000,https://xe.chotot.com/mua-ban-oto-huyen-binh-chanh-tp-ho-chi-minh/90453972.htm,price!!!
814,TOYOTA,INNOVA,365000000,,CŨ,2016,,,SỐ SÀN,70000,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/88826474.htm,price!!!
830,CHEVROLET,SPARK,148000000,HÀ NỘI,CŨ,2012,ĐEN,BẠC,TỰ ĐỘNG,800000,https://bonbanh.com/xe-chevrolet-spark--2012-4133784,price!!!
833,FORD,RANGER,720000000,HÀ NỘI,CŨ,2017,ĐEN,ĐỒNG,TỰ ĐỘNG,65000,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2017-4133796,price!!!
836,LANDROVER,RANGE ROVER,1020000000,HÀ NỘI,CŨ,2013,NÂU,XANH,TỰ ĐỘNG,68000,https://bonbanh.com/xe-landrover-range_rover-evoque-dynamic-pre-2013-4133789,price!!!
846,TOYOTA,FORTUNER,1354000000,HỒ CHÍ MINH,MỚI,2020,,NÂU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-fortuner-v-28-at-2-cau-du-mau-giao-ngay-350tr-co-xe-lh-0932142022-353437/,price!!!
848,TOYOTA,FORTUNER,1310000000,HỒ CHÍ MINH,CŨ,2019,,BẠC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-fortuner-27-4x4-at-2017-moi-99-giao-xe-ngay-353503/,price!!!
849,TOYOTA,CORONA,25000000,,CŨ,1989,,,SỐ SÀN,9999,https://xe.chotot.com/mua-ban-oto-huyen-an-duong-hai-phong/90498883.htm,price!!!
855,LEXUS,RX,2495000000,,CŨ,2017,,,TỰ ĐỘNG,56000,https://xe.chotot.com/mua-ban-oto-quan-cau-giay-ha-noi/88104498.htm,price!!!
859,KIA,K3,360000000,,CŨ,2015,,,SỐ SÀN,139000,https://xe.chotot.com/mua-ban-oto-thanh-pho-buon-ma-thuot-dak-lak/74539850.htm,price!!!
861,TOYOTA,LAND CRUISER,1780000000,,CŨ,2016,,,TỰ ĐỘNG,52000,https://xe.chotot.com/mua-ban-oto-quan-dong-da-ha-noi/90440003.htm,price!!!
862,KIA,MORNING,333000000,HÀ NỘI,CŨ,2013,KEM,TRẮNG,TỰ ĐỘNG,68000,https://bonbanh.com/xe-kia-morning-1.0-at-sport-2013-4116825,price!!!
874,FORD,RANGER,616000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0979-57-2297ford-ranger-2021-ban-nhap-khau-san-xe-gia-tot-uu-dai-gan-100tr-tien-mat-399915/,price!!!
879,KIA,CERATO,499000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-kia-cerato-2021-moi-uu-dai-soc-65-trieu-chi-trong-thang-nay-san-xe-giao-ngay-415163/,price!!!
880,KIA,CERATO,499000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-kia-cerato-2021-moi-uu-dai-soc-65-trieu-chi-trong-thang-nay-san-xe-giao-ngay-415164/,price!!!
885,KIA,MORNING,272000000,HÀ NỘI,CŨ,2014,-,TRẮNG,TỰ ĐỘNG,80000,https://bonbanh.com/xe-kia-morning--2014-4133753,price!!!
891,CHEVROLET,CRUZE,312000000,HỒ CHÍ MINH,CŨ,2017,ĐEN,GHI,SỐ TAY,70000,https://bonbanh.com/xe-chevrolet-cruze-lt-1.6l-2017-4123967,price!!!
896,KIA,SORENTO,999000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-kia-sorento-2021-moi-tra-truoc-chi-280tr-giam-gia-soc-xe-san-giao-ngay-415161/,price!!!
904,DONGFENG,M3,700000000,BÌNH DƯƠNG,MỚI,2021,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-xe-tai-chenglong-m3-thung-dai-9m9-415178/,model not in brand
921,FORD,RANGER,465000000,,CŨ,2016,,,SỐ SÀN,145000,https://xe.chotot.com/mua-ban-oto-quan-go-vap-tp-ho-chi-minh/90499065.htm,price!!!
928,TOYOTA,INNOVA,189000000,,CŨ,2008,,,SỐ SÀN,120000,https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/90178178.htm,price!!!
948,FORD,RANGER,570000000,HÀ NỘI,CŨ,2017,NHIỀU MÀU,CÁT,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2017-4050953,price!!!
977,FORD,RANGER,1168000000,HÀ NỘI,CŨ,2019,GHI,XANH,TỰ ĐỘNG,29000,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2019-4130155,price!!!
982,KIA,MORNING,175000000,HÀ NỘI,CŨ,2016,GHI,ĐỎ,SỐ TAY,12000,https://bonbanh.com/xe-kia-morning-ex-2016-4118457,price!!!
987,HONDA,CR V,680000000,HỒ CHÍ MINH,CŨ,2016,,XÁM,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-honda-cr-v-20-at-2016-54000-km-full-option-415262/,price!!!
993,KIA,MORNING,329000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0868616444-kia-morning-at-san-xe-giao-ngay-giam-50-thue-uu-dai-ngap-tran-415263/,price!!!
1006,KIA,PRIDE,65000000,,CŨ,2001,,,SỐ SÀN,300000,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-dau-mot-binh-duong/90307493.htm,price!!!
1014,FORD,RANGER,630000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hcm-ford-ranger-xls-at-2021-bung-no-khuyen-mai-ngap-tran-uu-dai-giao-ngay-415244/,price!!!
1015,FORD,RANGER,630000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-xls-at-2021-bung-no-khuyen-mai-ngap-tran-uu-dai-415185/,price!!!
